timestamp,PupilLeft,PupilRight,ValidityL,ValidityR,Gpx,Gpy,Fixation,Event,AOI
03-04-2019 05:34:01:757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:01:861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:01:968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:02:71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:02:175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:02:299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:02:402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:02:503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:02:605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:02:709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:02:814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:02:915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:03:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:03:119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:03:222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:03:325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:03:429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:03:533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:03:634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:03:738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:03:843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:03:947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:04:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:04:152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:04:253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:04:354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:04:454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:04:558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:04:662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:04:763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:04:866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:04:968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:05:71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:05:172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:05:276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:05:380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:05:480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:05:584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:05:688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:05:797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:05:897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:06:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:06:104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:06:211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:06:316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:06:418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:06:518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:06:620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:06:725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:06:826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:06:931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:07:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:07:137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:07:241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:07:342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:07:446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:07:551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:07:652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:07:757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:07:858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:07:962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:08:64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:08:169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:08:270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:08:372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:08:473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:08:581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:08:689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:08:792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:08:909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:09:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:09:117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:09:220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:09:320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:09:422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:09:523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:09:623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:09:724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:09:825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:09:927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:10:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:10:133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:10:238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:10:341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:10:445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:10:550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:10:655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:10:756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:10:861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:10:966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:11:70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:11:172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:11:276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:11:377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:11:479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:11:580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:11:685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:11:786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:11:887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:11:989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:12:89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:12:191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:12:294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:12:398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:12:499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:12:601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:12:702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:12:803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:12:909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:13:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:13:116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:13:228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:13:330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:13:433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:13:534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:13:635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:13:737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:13:839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:13:942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:14:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:14:150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:14:252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:14:358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:14:462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:14:567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:14:670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:14:775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:14:878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:14:980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:15:81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:15:186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:15:288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:15:394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:15:501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:15:602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:15:705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:15:806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:15:907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:16:9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:16:120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:16:227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:16:329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:16:432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:16:534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:16:636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:16:742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:16:843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:16:948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:17:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:17:151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:17:252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:17:353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:17:455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:17:555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:17:656,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:17:758,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:17:858,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:17:959,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:18:61,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:18:165,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:18:268,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:18:369,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:18:472,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:18:575,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:18:676,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:18:781,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:18:882,6.5,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:18:983,6.5,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:19:86,6.5,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:19:187,6.5,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:19:289,6.5,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:19:391,6.5,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:19:495,6.5,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:19:597,6.5,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:19:700,6.5,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:19:800,6.5,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:19:904,6.5,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:20:9,6.5,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:20:110,6.5,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:20:214,6.5,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:20:318,6.5,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:20:420,6.5,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:20:524,6.5,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0 
03-04-2019 05:34:20:629,6.5,6.0,3.0,3.0,0.0,0.0,20.0,0.0,0.0 
03-04-2019 05:34:20:731,6.5,6.0,3.0,3.0,0.0,0.0,15.0,0.0,0.0 
03-04-2019 05:34:20:833,6.5,6.0,3.0,3.0,0.0,0.0,15.0,0.0,0.0 
03-04-2019 05:34:20:933,6.5,6.0,3.0,3.0,0.0,0.0,30.0,0.0,0.0 
03-04-2019 05:34:21:34,6.5,6.0,3.0,3.0,0.0,0.0,35.0,0.0,0.0 
03-04-2019 05:34:21:135,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:21:236,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:21:337,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:21:441,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:21:543,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:21:647,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:21:749,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:21:850,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:21:951,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:22:53,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:22:154,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:22:258,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:22:359,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:22:461,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:22:562,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:22:664,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:22:766,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:22:870,6.5,6.0,3.0,3.0,0.0,0.0,40.0,0.0,0.0 
03-04-2019 05:34:22:970,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,0.0 
03-04-2019 05:34:23:72,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,0.0 
03-04-2019 05:34:23:177,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,0.0 
03-04-2019 05:34:23:281,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,0.0 
03-04-2019 05:34:23:383,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,0.0 
03-04-2019 05:34:23:484,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,0.0 
03-04-2019 05:34:23:589,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:23:689,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:23:791,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:23:893,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:23:999,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:24:103,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:24:208,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:24:311,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:24:414,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:24:516,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:24:618,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:24:720,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:24:828,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:24:932,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:25:33,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:25:134,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:25:236,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:25:338,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:25:439,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:25:542,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:25:643,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:25:746,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:25:848,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:25:949,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:26:51,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:26:151,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:26:255,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:26:355,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:26:456,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:26:562,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:26:663,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:26:765,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:26:865,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:26:970,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:27:72,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
03-04-2019 05:34:27:173,6.5,6.0,3.0,3.0,0.0,0.0,40.0,3.0,3.0 
