timestamp,Frustration,Engagement,Meditation,Short_term_engagement,Long_term_engagement
06-04-2019 20:29:25:70,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:80,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:92,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:103,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:114,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:125,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:135,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:146,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:156,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:168,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:178,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:191,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:202,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:214,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:224,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:234,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:244,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:255,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:267,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:280,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:297,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:314,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:327,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:337,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:346,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:360,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:372,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:383,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:394,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:404,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:416,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:428,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:440,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:453,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:463,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:474,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:485,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:496,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:506,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:517,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:541,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:552,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:563,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:579,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:590,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:601,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:611,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:622,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:643,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:655,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:666,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:679,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:690,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:702,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:712,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:722,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:733,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:744,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:754,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:766,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:780,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:792,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:803,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:812,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:824,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:835,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:853,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:870,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:882,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:893,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:903,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:915,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:925,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:938,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:947,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:957,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:967,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:979,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:989,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:25:999,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:9,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:21,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:33,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:45,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:56,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:67,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:78,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:90,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:100,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:111,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:125,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:136,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:146,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:157,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:169,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:178,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:188,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:198,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:207,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:217,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:228,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:240,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:250,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:262,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:274,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:287,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:297,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:310,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:323,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:336,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:350,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:360,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:372,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:384,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:394,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:405,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:417,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:427,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:438,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:449,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:460,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:471,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:485,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:496,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:506,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:516,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:529,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:540,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:550,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:561,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:574,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:586,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:596,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:607,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:617,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:627,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:638,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:650,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:660,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:671,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:681,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:692,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:702,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:714,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:753,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:769,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:781,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:794,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:805,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:822,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:836,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:846,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:857,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:867,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:878,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:893,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:904,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:916,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:926,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:936,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:946,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:957,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:969,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:980,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:26:991,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:4,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:16,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:26,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:37,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:48,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:58,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:71,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:83,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:93,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:104,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:113,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:124,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:139,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:149,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:159,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:171,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:181,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:192,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:202,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:213,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:223,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:233,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:243,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:254,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:266,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:278,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:288,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:298,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:310,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:321,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:334,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:361,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:373,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:384,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:397,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:408,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:418,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:429,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:440,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:452,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:462,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:476,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:488,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:499,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:509,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:521,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:531,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:541,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:551,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:562,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:571,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:583,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:595,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:605,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:616,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:628,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:645,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:657,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:667,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:676,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:686,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:697,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:710,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:720,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:730,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:745,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:755,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:765,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:778,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:791,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:803,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:816,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:827,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:840,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:853,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:864,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:878,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:889,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:899,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:910,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:919,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:27:932,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:802,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:813,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:824,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:834,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:844,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:855,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:868,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:877,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:890,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:901,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:912,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:922,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:932,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:942,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:953,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:964,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:976,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:986,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:28:997,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:8,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:22,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:32,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:43,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:55,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:66,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:77,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:88,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:100,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:110,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:120,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:131,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:143,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:155,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:172,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:187,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:200,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:210,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:220,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:240,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:254,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:266,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:276,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:286,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:296,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:307,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:318,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:327,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:339,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:349,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:362,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:373,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:386,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:397,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:407,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:418,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:428,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:441,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:452,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:463,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:473,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:483,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:496,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:508,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:521,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:531,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:543,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:554,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:565,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:575,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:585,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:594,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:606,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:616,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:627,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:637,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:649,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:659,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:670,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:699,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:742,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:752,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:763,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:773,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:785,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:794,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:806,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:817,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:829,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:841,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:854,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:866,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:876,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:893,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:903,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:918,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:927,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:29:743,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:755,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:766,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:775,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:785,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:796,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:806,0.0,0.0,0.0,0.0,0.0 
06-04-2019 20:29:30:816,0.0,0.0,0.0,0.0,0.0 
