"time","frustration","engagement","meditation","short term engagement","long term engagement"
"20-04-2019 00:51:33:960","0.13458230224337614","0.25115301754181396","0.5890846332651342","0.3965263138073551","0.5308188941573473"
"20-04-2019 00:51:34:966","0.2501757660841482","0.09095715723487863","0.8715434091681404","0.4456985479566781","0.6842037595819044"
"20-04-2019 00:51:35:975","0.06663998209135819","0.34309530376597386","0.6121259181384782","0.4533977778405956","0.7622084887781329"
"20-04-2019 00:51:36:977","0.07897982606548473","0.3627756750033364","0.557792622287463","0.4024732037722772","0.7112485666945478"
"20-04-2019 00:51:37:980","0.28265784466712884","0.05852664394394598","0.6565738699280089","0.4328422216185844","0.5634130451181159"
"20-04-2019 00:51:38:982","0.24257646893354806","0.08534554684415006","0.7656858535011322","0.5528354779741229","0.702548563320536"
"20-04-2019 00:51:39:987","0.11495004099399386","0.047697353010515364","0.7221710967640345","0.4846500296360462","0.6636749217728606"
"20-04-2019 00:51:40:991","0.14131284753616616","0.006976087875017223","0.9171513207517237","0.5788709855272188","0.7276351172146556"
"20-04-2019 00:51:41:995","0.21044262967583807","0.30989610317610716","0.5714101210255611","0.34552570950435413","0.7245599229473494"
"20-04-2019 00:51:42:999","0.13858801081523275","0.19281313536976322","0.5669713816675641","0.6961878204830598","0.5610510211765853"
"20-04-2019 00:51:44:3","0.25868821856523966","0.10444738514472265","0.7972068222564354","0.4001763702406105","0.7135372328211138"
"20-04-2019 00:51:45:15","0.20298717601649582","0.14802588895321547","0.5084610696168452","0.6796975357413796","0.5959591437282987"
"20-04-2019 00:51:46:20","0.17415078877041332","0.1528373433298206","0.5782418144966663","0.48604142717162013","0.7127323962174996"
"20-04-2019 00:51:47:23","0.1093830222714989","0.17437590030631128","0.8059415958605536","0.4316413699426064","0.5581221984675172"
"20-04-2019 00:51:48:24","0.06083276188118811","0.03471924918031495","0.9838868224727093","0.4030424580660154","0.7505926552900477"
"20-04-2019 00:51:49:28","0.15778940171681025","0.1123236081202363","0.5743210243471617","0.6227807841491809","0.5660227320461332"
"20-04-2019 00:51:50:31","0.2003769711521709","0.3371418884950981","0.6743241434277432","0.5508032467120583","0.7161801865719836"
"20-04-2019 00:51:51:39","0.24094900818090279","0.2372708934663928","0.6905653905799671","0.5790817207167016","0.5671542835235265"
"20-04-2019 00:51:52:44","0.21124149159219877","0.08570905924513489","0.7000721479000993","0.5288666929756611","0.5538017788207978"
"20-04-2019 00:51:53:50","0.16980792066751413","0.24141753532327137","0.5991287042345488","0.6372666543846615","0.6562185972384106"
"20-04-2019 00:51:54:55","0.24334691895649072","0.10329374645437564","0.8488066493535915","0.6573566778141189","0.6680671819044826"
"20-04-2019 00:51:55:61","0.21721289329441526","0.38517363992440745","0.8554719117024041","0.3384722572855511","0.5379769919284824"
"20-04-2019 00:51:56:63","0.004250562314044093","0.28156285295510797","0.8353823953868651","0.3224607882774294","0.5992206877199848"
"20-04-2019 00:51:57:67","0.007795267412469042","0.1354312304567308","0.5270079294836743","0.5133700167684265","0.5050718688050566"
"20-04-2019 00:51:58:74","0.15440739016439128","0.34905351189698225","0.8169340616897425","0.5970237911123895","0.6388754542993629"
"20-04-2019 00:51:59:79","0.04709608474703747","0.3760221039550393","0.843671804837975","0.32730364182748867","0.7591927307804516"
"20-04-2019 00:52:00:83","0.2875191366517017","0.19622384575164023","0.9534911901894216","0.3326490341704584","0.5542342482177112"
"20-04-2019 00:52:01:89","0.22820739904417375","0.2843650170442436","0.6842764516422168","0.6303711766410465","0.6383895541823403"
"20-04-2019 00:52:02:91","0.26074242413013493","0.012524291562856905","0.709427947729423","0.6247894045987736","0.6481292164082034"
"20-04-2019 00:52:03:96","0.2228289312698918","0.0025491721345767718","0.576203879431763","0.5529702347508381","0.7693369820145108"
"20-04-2019 00:52:04:104","0.27708989223812625","0.2412015489024063","0.8130350143738003","0.5719952688731595","0.5762696786738639"
"20-04-2019 00:52:05:107","0.0066261139923366125","0.10174710865168546","0.8596616923338403","0.4442317541686794","0.6437738027576962"
"20-04-2019 00:52:06:112","0.2106256571958607","0.1859044468583243","0.5424855051278994","0.540651553719587","0.6082912859986441"
"20-04-2019 00:52:07:117","0.10054665198839609","0.2045293818143027","0.7637129830826677","0.6865888557311063","0.6500597216402304"
"20-04-2019 00:52:08:119","0.2805877299935262","0.26478253759348847","0.6136056720694393","0.696361981028517","0.5649927018573463"
"20-04-2019 00:52:09:125","0.09294524831053402","0.3597512736765966","0.5378212555369531","0.6971836192831604","0.574597749006689"
"20-04-2019 00:52:10:130","0.18627601524139484","0.14201257820056631","0.6863641394265184","0.5023233599148642","0.552951528826352"
"20-04-2019 00:52:11:134","0.1436331531204122","0.2239349205596955","0.8867167174601365","0.694995939079729","0.5732224857350425"
"20-04-2019 00:52:12:135","0.21227898043618024","0.11171428477737569","0.6866718915236543","0.38828028528000713","0.6813359183082852"
"20-04-2019 00:52:13:137","0.12885052195651103","0.1552477552416452","0.6231627447616115","0.6099879899419146","0.5075711492380761"
"20-04-2019 00:52:14:142","0.06072347946047818","0.02890466969482568","0.8097338197111583","0.41404323939931875","0.7638890300343328"
"20-04-2019 00:52:15:146","0.1544586589355991","0.30996920677797646","0.5761427784413622","0.4599719672425468","0.7814385952706552"
"20-04-2019 00:52:16:151","0.1440262151247634","0.0832522173129867","0.7182793066611619","0.3499751849113722","0.7569993924215602"
"20-04-2019 00:52:17:155","0.2673287392430076","0.25257899804819967","0.5750663707566016","0.48451240970009174","0.7666488123549678"
"20-04-2019 00:52:18:160","0.05130861892473859","0.14212303865441803","0.9037119716401414","0.6966049091919537","0.6868592096949561"
"20-04-2019 00:52:19:176","0.004437885119431706","0.23818148116480092","0.6067010893948712","0.692182104399409","0.5409942372706801"
"20-04-2019 00:52:20:179","0.237202012107053","0.39121739553462476","0.8640016157065821","0.4966832259685417","0.5823193947083642"
"20-04-2019 00:52:21:180","0.10084394689046806","0.005365843431301531","0.7279751423999217","0.45715414452242453","0.5312458841939203"
"20-04-2019 00:52:22:182","0.029837190786878152","0.3340675161644296","0.6677115984513315","0.40823925528836","0.6088923289132427"
"20-04-2019 00:52:23:183","0.09335940656167753","0.076675078829867","0.7081332094516577","0.4399421626109088","0.7308201202285142"
"20-04-2019 00:52:24:191","0.10280049136013765","0.3689485996912437","0.8086483299587631","0.5492474105553338","0.6641177353885974"
"20-04-2019 00:52:25:195","0.1855196800456345","0.11123927369530291","0.9139122949314651","0.43678329898592677","0.5364258159700029"
"20-04-2019 00:52:26:204","0.1909886042923559","0.34554190089236925","0.7167148223258092","0.5227901650579291","0.5164412590381966"
"20-04-2019 00:52:27:205","0.0033492347537847356","0.3121773169974373","0.7266944824811298","0.5159167191493542","0.7101416652894693"
"20-04-2019 00:52:28:208","0.1556149137346474","0.3102745905821728","0.7347567655307137","0.49447032740979446","0.6628172660754907"
"20-04-2019 00:52:29:212","0.19135825890554561","0.27890717907704077","0.8520517432514558","0.5337755064320401","0.7257023386192782"
"20-04-2019 00:52:30:221","0.07981957228535513","0.2580596710860519","0.6418854980238746","0.3331264023846019","0.6256283376957125"
"20-04-2019 00:52:31:226","0.25715235896810934","0.1522449005801514","0.6839533156165418","0.6876635755895216","0.533122688522587"
"20-04-2019 00:52:32:231","0.12876871540711068","0.10121786172277761","0.8302784473340954","0.502468668981896","0.5868159760964781"
"20-04-2019 00:52:33:236","0.04441025259391762","0.352108247675364","0.7106651324437092","0.5201170811763608","0.606334921057645"
"20-04-2019 00:52:34:241","0.030587453752092073","0.34663761803896903","0.5382771690049138","0.6477619010512253","0.6391440049115833"
"20-04-2019 00:52:35:245","0.2339124390529541","0.11844071671117429","0.9377995975190949","0.6118909641281614","0.6635183571120076"
"20-04-2019 00:52:36:248","0.24703377031331872","0.12393529448132568","0.725488362147064","0.5863552198752369","0.518403768534555"
"20-04-2019 00:52:37:250","0.24638292424046776","0.3465133627991364","0.6465445994106656","0.39362622451280904","0.6303156950999543"
"20-04-2019 00:52:38:256","0.011368332793359836","0.33099748288569186","0.9350480672308565","0.3758882989271343","0.5441262393711617"
"20-04-2019 00:52:39:257","0.2958866872982764","0.00666005517788606","0.5977596870141495","0.4295169214725467","0.532386512179768"
"20-04-2019 00:52:40:262","0.26673976042962216","0.33738336835131644","0.7698111805824177","0.4279995044082653","0.5589547702325626"
"20-04-2019 00:52:41:267","0.048021565164651454","0.20868785440316337","0.8693327682210483","0.5064047733793126","0.6339618153787814"
"20-04-2019 00:52:42:269","0.13391860449285625","0.17714934294465762","0.7425384799485794","0.6909557068141687","0.6859995709228037"
"20-04-2019 00:52:43:275","0.2415580663320627","0.12411563338452654","0.8752419258392783","0.5685924459046416","0.5007085938429607"
"20-04-2019 00:52:44:277","0.18455569618541953","0.28919764027695843","0.7420680300834968","0.41131870912925356","0.7611124477356492"
"20-04-2019 00:52:45:277","0.2686039883829871","0.2879273983825431","0.9264598702433036","0.6698181845554988","0.6361912828954092"
"20-04-2019 00:52:46:282","0.19590774015576615","0.19503123920716448","0.6389922884306871","0.4333397115020999","0.7160560529228353"
"20-04-2019 00:52:47:288","0.22489646737496397","0.27177285124891093","0.5705568683217084","0.4735259426454713","0.7737104397427434"
"20-04-2019 00:52:48:289","0.2616167918998771","0.38614574709389965","0.8049327712435898","0.6049932303614547","0.709362300074309"
"20-04-2019 00:52:49:291","0.19737579762865476","0.3816870276502859","0.9013512560999628","0.35801719663647913","0.704308537429289"
"20-04-2019 00:52:50:298","0.04711968642500264","0.3179662700194295","0.9233366853943188","0.5351327389953278","0.5135071677521049"
"20-04-2019 00:52:51:301","0.164332442245313","0.25722813795001687","0.9359887893724752","0.3740799194653403","0.5602007434993459"
"20-04-2019 00:52:52:302","0.25631509318048035","0.09283299218597106","0.7169199389752554","0.6735114118310399","0.7724068475570945"
"20-04-2019 00:52:53:308","0.1043529003552075","0.09299923914008615","0.6855379640698511","0.36890670598560416","0.6366922683635927"
"20-04-2019 00:52:54:312","0.11227011612570367","0.3728142642908609","0.6081348257945267","0.45585043284799576","0.5272258905912351"
"20-04-2019 00:52:55:317","0.2809277251663145","0.3901768412943437","0.9808267553232974","0.5214565981203905","0.6461410434933268"
"20-04-2019 00:52:56:318","0.15175819870473356","0.15808953574144682","0.9781783928802152","0.3593448439793292","0.7763107580170091"
"20-04-2019 00:52:57:320","0.2276896592213489","0.31049262665018723","0.8734460279590295","0.43853032913202106","0.7765493876552221"
"20-04-2019 00:52:58:323","0.240377585273054","0.32901901709872744","0.5770839192667364","0.4178445834075485","0.6703978223987341"
"20-04-2019 00:52:59:327","0.24913092126176514","0.04710303100495068","0.8706314272486907","0.508330243686625","0.774479932613571"
"20-04-2019 00:53:00:329","0.13526788587721497","0.1982653824046246","0.6996805252508086","0.37254760983423263","0.6146463695640193"
"20-04-2019 00:53:01:333","0.29525950068472034","0.27342551088157474","0.9322688707771821","0.47430909945554456","0.6504731729702141"
"20-04-2019 00:53:02:334","0.08329260832298148","0.30290569432030146","0.7296005876937532","0.3625574906438555","0.6389602698917928"
"20-04-2019 00:53:03:335","0.28003483381491573","0.10063833287415491","0.7799401373116905","0.4334547473409968","0.5950913392784466"
"20-04-2019 00:53:04:337","0.05733465807723724","0.04188808771105506","0.8591057507715374","0.608218981607761","0.7368189163996591"
"20-04-2019 00:53:05:338","0.0889323686567102","0.29803724310906393","0.6074059325649608","0.3309413263903594","0.6688328025228932"
"20-04-2019 00:53:06:340","0.09360390310391632","0.17187122413552447","0.5356908573445891","0.5963850944946112","0.672852348282075"
"20-04-2019 00:53:07:344","0.0957608297753195","0.038672090443982565","0.7002041587264032","0.4421071837112627","0.5580800490174271"
"20-04-2019 00:53:08:349","0.0018037427354588575","0.2592383619580749","0.5712905463322886","0.6009704497346577","0.6826076962225736"
"20-04-2019 00:53:09:353","0.24694392507512403","0.2883984645896343","0.7695285204846776","0.6384453224797791","0.5437815932770619"
"20-04-2019 00:53:10:361","0.07419426274128724","0.3777279137676404","0.8159768644419562","0.6460167263835028","0.504743659849592"
"20-04-2019 00:53:11:364","0.2922515161271251","0.237531472308345","0.6300765831665468","0.4442118822047907","0.6809724157938862"
"20-04-2019 00:53:12:366","0.014784424537793349","0.38853095430948437","0.7318663314606433","0.4315207786436689","0.5302180238585521"
"20-04-2019 00:53:13:371","0.22036974527653208","0.08200354913364612","0.5779929998926356","0.3167876360495173","0.6982583974602312"
"20-04-2019 00:53:14:372","0.2900531618038396","0.13192194758249004","0.963005292994275","0.31556989081186737","0.7137385650723758"
"20-04-2019 00:53:15:377","0.03672670807775702","0.3091665094504207","0.9411808403920932","0.5504935156776074","0.7400485236496821"
"20-04-2019 00:53:16:378","0.07969370745713844","0.0874454860292159","0.916093937442133","0.4436843855660769","0.7652126234542237"
"20-04-2019 00:53:17:381","0.06760140617047604","0.19080521063532696","0.6299633251449899","0.5178564633372033","0.6608681300665069"
"20-04-2019 00:53:18:385","0.22990219307343188","0.2303142151380614","0.9344578228019498","0.6609857204078452","0.6872068684832661"
"20-04-2019 00:53:19:389","0.05183972572604547","0.24961137754245977","0.5349786690379705","0.4148352774241293","0.603255313601947"
"20-04-2019 00:53:20:393","0.2978912625639814","0.1035666172264814","0.6808076187261785","0.5086390436217464","0.5821997830444327"
"20-04-2019 00:53:21:398","0.06819663830663054","0.29039488099640265","0.7002498795857652","0.6911743674903956","0.790029464685206"
"20-04-2019 00:53:22:398","0.2312379832248291","0.21418426454950096","0.6227141149258171","0.6166029949243702","0.5727441003921168"
"20-04-2019 00:53:23:402","0.19890520492475036","0.21479905145037412","0.9712468486256932","0.6157767663769296","0.5859423957136957"
"20-04-2019 00:53:24:409","0.09532134336231471","0.023339827219951204","0.6236687670922156","0.6635946758111146","0.6137956958793468"
"20-04-2019 00:53:25:413","0.09592559938126688","0.3196640739512385","0.9197176827410725","0.3625525439639181","0.6199661062229179"
"20-04-2019 00:53:26:417","0.055188025598532996","0.031161533794125475","0.9722478019326221","0.33691489621591036","0.6813999747962063"
"20-04-2019 00:53:27:432","0.033306949749851864","0.31281467896033865","0.8942512886753371","0.4497469872437515","0.6295463984294062"
"20-04-2019 00:53:28:435","0.28937552884445217","0.18749546356674107","0.7250796438666283","0.5041819340866298","0.6827879561698093"
"20-04-2019 00:53:29:436","0.09005111568934605","0.0016472349909124606","0.9486724288717898","0.3785719865623801","0.6443790408213241"
"20-04-2019 00:53:30:437","0.18962652220210538","0.04704934750449934","0.8091654919337734","0.5313735564761152","0.6954393877749199"
"20-04-2019 00:53:31:442","0.06872104959168758","0.17993348101417947","0.9608835048404274","0.3221675531523036","0.6559042949379176"
"20-04-2019 00:53:32:447","0.08199720137903761","0.13394932957760802","0.6955178083204366","0.584605629516741","0.5700138638675585"
"20-04-2019 00:53:33:453","0.06271313652389286","0.21957058336631002","0.7433468071252785","0.354158151655264","0.5223412128129443"
"20-04-2019 00:53:34:454","0.13778180972821852","0.22808035434194487","0.9129723508515446","0.31883694239353844","0.599277908081378"
"20-04-2019 00:53:35:458","0.20324621639954524","0.3707701998228383","0.8984190980212916","0.32760841579509714","0.6751756006954126"
"20-04-2019 00:53:36:459","0.02633675688269026","0.1904405381121883","0.7968474105206277","0.6043905678277044","0.513993098393509"
"20-04-2019 00:53:37:464","0.17851479702309073","0.3835063179493319","0.6935030835708066","0.3093519517457973","0.7251700918221937"
"20-04-2019 00:53:38:464","0.07798375630682439","0.039445977961137","0.8652465121177944","0.6361817557719393","0.7032752173121596"
"20-04-2019 00:53:39:470","0.07007073466529014","0.31657832474729436","0.9609710508051514","0.3866307113410297","0.7155803425628706"
"20-04-2019 00:53:40:473","0.2954639570260636","0.17980105752077358","0.9529211485391442","0.4064493209549973","0.7557887712783082"
"20-04-2019 00:53:41:473","0.0837716677824579","0.28695298229946226","0.9557495209784727","0.5708927942253665","0.5722734816817348"
"20-04-2019 00:53:42:474","0.1879658735823145","0.13758319722801368","0.7979747630140539","0.6129762254822955","0.5127876820136875"
"20-04-2019 00:53:43:479","0.2975152367247441","0.25829758108633416","0.5090815306118239","0.3679988600611123","0.7728860372810331"
"20-04-2019 00:53:44:485","0.17019889193863047","0.026148757020360194","0.7893661404000019","0.49851125024679943","0.6993464432409663"
"20-04-2019 00:53:45:488","0.25740336323966134","0.29090678586258417","0.7378717656884152","0.5743829950884534","0.7532015869489757"
"20-04-2019 00:53:46:492","0.15648796771865897","0.07901239603623399","0.8298483245300039","0.32762845518689515","0.7605255848450012"
"20-04-2019 00:53:47:498","0.25050211649111953","0.22652571495927637","0.6166651631783329","0.6408301568480252","0.7521482068008221"
"20-04-2019 00:53:48:503","0.045742742213082395","0.2279493147567244","0.9140438553478778","0.4258117969571867","0.7661681597883585"
"20-04-2019 00:53:49:509","0.17648581548888212","0.31113488412692447","0.6487499930573897","0.6596371303381935","0.5525833071049625"
"20-04-2019 00:53:50:514","0.06653366571633475","0.16570421576425223","0.8194980813542984","0.5885876497276774","0.7882011692538833"
"20-04-2019 00:53:51:516","0.13559445367838854","0.1398389392294928","0.5157867930443245","0.43597201637385863","0.6701056432771479"
"20-04-2019 00:53:52:517","0.21466855143664135","0.3850732894368465","0.6235328607236614","0.3492863667308781","0.7295567426523328"
"20-04-2019 00:53:53:519","0.13981375418204514","0.33374502944188844","0.971187273729323","0.3338456922457673","0.7991035558365484"
"20-04-2019 00:53:54:523","0.05228831380290065","0.19520549602332105","0.5700248576186294","0.5083139309879583","0.6501226148892694"
"20-04-2019 00:53:55:529","0.2806643802278639","0.07685398350759609","0.5181208539039757","0.428483922763909","0.7116197823709427"
"20-04-2019 00:53:56:532","0.11312121651978743","0.38656660312422786","0.9809773953593597","0.3021578829481771","0.6571842902714773"
"20-04-2019 00:53:57:533","0.2982190421845806","0.38806955142973615","0.6459659159211475","0.5007415468611216","0.7669677159714886"
"20-04-2019 00:53:58:537","0.2884202256277742","0.3755946632844156","0.7979649994995175","0.42647868931616806","0.6678408204844931"
"20-04-2019 00:53:59:539","0.08873430242432116","0.36510048839957643","0.5935615729738652","0.6204840555516034","0.7845349285526587"
"20-04-2019 00:54:00:540","0.020521934616100822","0.3183702515546451","0.5563827361073574","0.3032166451232526","0.6230281731634001"
"20-04-2019 00:54:01:545","0.21153162785554858","0.011226049800411753","0.7791862889705841","0.5909946255659304","0.7256968144269619"
"20-04-2019 00:54:02:549","0.0278327769989004","0.12371771329283852","0.7610297435057085","0.5459428021178735","0.7839834080791278"
"20-04-2019 00:54:03:555","0.004122441174039193","0.07627524857373405","0.6600729348962984","0.39175696781011965","0.5568063156753404"
"20-04-2019 00:54:04:555","0.010097007377463607","0.1742480398285251","0.6759598661503723","0.5223522867587536","0.6629704118531845"
"20-04-2019 00:54:05:558","0.014421066100633883","0.2822291669401714","0.7535698996296176","0.3291506468222401","0.694519834399472"
"20-04-2019 00:54:06:564","0.23700731379143491","0.14065882695588874","0.9313403219890894","0.49021828784039584","0.7689195178853734"
"20-04-2019 00:54:07:567","0.01321989434434545","0.1127902943802015","0.5426796889631225","0.41982312864441856","0.5882603736279832"
"20-04-2019 00:54:08:569","0.029661563711329553","0.2926066727816765","0.9570994195351695","0.5399889167833462","0.7295014695859765"
"20-04-2019 00:54:09:570","0.043205837127627454","0.08434040244981489","0.5473590298580653","0.5509080787051267","0.7258075494854398"
"20-04-2019 00:54:10:572","0.013809731291545358","0.023697428459025408","0.501389401534172","0.6477998730841539","0.6254529401043082"
"20-04-2019 00:54:11:577","0.12133425141873498","0.06165788597841196","0.6959229905949375","0.3553394007305514","0.5311648552142906"
"20-04-2019 00:54:12:582","0.23987664239157463","0.23033458321617917","0.7510091121897917","0.4641764713571602","0.7155099266610776"
"20-04-2019 00:54:13:583","0.24808335335381407","0.36266324462973404","0.7849436556489067","0.3315357757123947","0.5243018716498165"
"20-04-2019 00:54:14:588","0.02885549037484575","0.27376460951328097","0.7796104283392485","0.6521056387235254","0.5345264531670058"
"20-04-2019 00:54:15:591","0.08760043723383294","0.06775618712198232","0.5308402381926511","0.3245819468563778","0.5290975264690543"
"20-04-2019 00:54:16:592","0.040113004191314826","0.056423718383867796","0.6477875191344495","0.4129149319112194","0.72499761814891"
"20-04-2019 00:54:17:593","0.26950774386072635","0.13210037753015086","0.707938171599072","0.4490883846199653","0.7943750418903297"
"20-04-2019 00:54:18:598","0.18794867251897815","0.09510094793372469","0.7012111469497162","0.3761122126212393","0.7600938854912432"
"20-04-2019 00:54:19:599","0.07249323396862263","0.3537749376656196","0.9843001501638686","0.3941799474964348","0.6729150812093002"
"20-04-2019 00:54:20:602","0.0979905829475527","0.17093436622940894","0.8218106413014998","0.6189333797955789","0.6846398918708936"
"20-04-2019 00:54:21:604","0.2950674761736239","0.02701162814558025","0.9813387198669755","0.5811613150036772","0.5928381333060898"
"20-04-2019 00:54:22:606","0.22449313362076115","0.12378366809324311","0.5132445045190773","0.6201484028092044","0.7261526089959924"
"20-04-2019 00:54:23:615","0.1883805344863647","0.002760842783731388","0.8244115185279957","0.5506291378068441","0.7861354127273728"
"20-04-2019 00:54:24:620","0.22328110287850178","0.16077827061533867","0.8169601176695166","0.6790511642194721","0.5640688962075331"
"20-04-2019 00:54:25:624","0.2390692127583218","0.17353326173887937","0.9728182881435693","0.6001569841901429","0.7582875371961546"
"20-04-2019 00:54:26:629","0.2888148911921467","0.17279862131009882","0.7894577773456801","0.4336082231300408","0.5630586820208916"
"20-04-2019 00:54:27:632","0.1497583508632519","0.21431074684319373","0.6138066907183954","0.5229222266866946","0.5849623613561837"
"20-04-2019 00:54:28:633","0.10924837067667033","0.19197503428105445","0.5828760402332767","0.35296007524554085","0.6308626770195418"
"20-04-2019 00:54:29:634","0.006727220609468598","0.25993143074713815","0.5332310349389547","0.498938807513476","0.6296200344690371"
"20-04-2019 00:54:30:638","0.027889374195985615","0.34169661057299217","0.9291871577852819","0.3791067281607852","0.6642729644513711"
"20-04-2019 00:54:31:641","0.1526259238968222","0.028322647253769786","0.5635980116153463","0.4925892328908974","0.5884330871065991"
"20-04-2019 00:54:32:646","0.2011078003468629","0.0887566430472607","0.8385908680161396","0.32223348128380425","0.522110288826368"
"20-04-2019 00:54:33:650","0.022027276360853353","0.2907117261719044","0.7793469357280354","0.4458193045052787","0.6139796440040072"
"20-04-2019 00:54:34:652","0.0974874753606574","0.19085649256706216","0.892101581323115","0.365729691109024","0.5776207383526963"
"20-04-2019 00:54:35:654","0.07952803867212306","0.3933165934245243","0.5998886272781374","0.37392450805310223","0.6774884951641934"
"20-04-2019 00:54:36:658","0.022226977072493204","0.25951962085999536","0.7331810559901425","0.40429611832586315","0.5530811384832152"
"20-04-2019 00:54:37:659","0.2531550595188376","0.1856051043717356","0.9331850377177735","0.33432844935273504","0.5248254358341422"
"20-04-2019 00:54:38:661","0.25426511454628853","0.34260242193913637","0.8747642625616472","0.359910797037695","0.7350965844691878"
"20-04-2019 00:54:39:665","0.20917732542446907","0.18412097285579299","0.8859388997791589","0.5972887990434481","0.5665453451261395"
"20-04-2019 00:54:40:670","0.23138805136758442","0.14952385920152053","0.6776203027625267","0.6377473654079983","0.5511917091182725"
"20-04-2019 00:54:41:673","0.12170030885044607","0.32985960082508503","0.595982992117229","0.4874466983363415","0.6794333677320359"
"20-04-2019 00:54:42:676","0.10292910263668047","0.29066262598673265","0.6064821667684253","0.6333891654384367","0.7824342980661115"
"20-04-2019 00:54:43:676","0.030016241086711058","0.04474060116725931","0.506209082112968","0.4369048992750882","0.5687341581454949"
"20-04-2019 00:54:44:678","0.2027040806414375","0.32250962618485224","0.9293288285926724","0.4771429606340839","0.7305610483600155"
"20-04-2019 00:54:45:679","0.010531645421221814","0.2751677006315113","0.5560225480830343","0.3560539914204325","0.6727384176914578"
"20-04-2019 00:54:46:683","0.26388209429340015","0.22229101147119268","0.8550871905756463","0.597734000397799","0.5767167685618205"
"20-04-2019 00:54:47:684","0.1784768793840328","0.05701757710339433","0.7049237210631305","0.5228562819283321","0.5064854408641319"
"20-04-2019 00:54:48:688","0.20480108563735536","0.3529367275351102","0.5853314450232012","0.6278554613595418","0.7202209898312698"
"20-04-2019 00:54:49:691","0.20142498173578016","0.2730664469564869","0.6794004322881956","0.3103544216423626","0.7057870607340473"
"20-04-2019 00:54:50:695","0.2414424319384205","0.21193162421667716","0.8442543037061785","0.49026228152898743","0.5521743502506717"
"20-04-2019 00:54:51:699","0.27600720504588394","0.013176363840110518","0.6988469591803121","0.6824263746969574","0.6607377915873354"
"20-04-2019 00:54:52:703","0.1735313433434174","0.10811036818903484","0.9900686634070887","0.5848053045802313","0.5690006072118445"
"20-04-2019 00:54:53:705","0.05950218024885842","0.0458584427863277","0.7024083414599755","0.5443082799960445","0.7533000588906772"
"20-04-2019 00:54:54:708","0.07624392587921061","0.09046168717796972","0.5722555004002338","0.4316294114116254","0.5742117657041544"
"20-04-2019 00:54:55:708","0.06686270980125925","0.30235970551743546","0.5265228421663771","0.594055132275026","0.5670724269797318"
"20-04-2019 00:54:56:709","0.2310760608703218","0.05615435747722595","0.6901647294954754","0.5093545334279104","0.7034419910164171"
"20-04-2019 00:54:57:713","0.19736476358465826","0.11444970897715878","0.9862623790511951","0.6449282144356514","0.7982761987801836"
"20-04-2019 00:54:58:716","0.15040157540021093","0.11257976811202407","0.5899248448344978","0.3368047804199125","0.7583144895288958"
"20-04-2019 00:54:59:721","0.28714573176821484","0.39466156353915866","0.5858097163780087","0.3658044723730558","0.6002586870867404"
"20-04-2019 00:55:00:723","0.19321887730118018","0.22723084252768322","0.7807719609887502","0.5158899139399864","0.7429184394060232"
