"time"," agreement"," concentrating"," disagreement"," interested"," thinking"," unsure"
"20-04-2019 00:51:17:281","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:316","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:351","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:388","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:423","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:457","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:498","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:531","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:568","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:604","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:639","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:677","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:711","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:747","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:783","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:821","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:855","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:891","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:926","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:17:962","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:1","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:38","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:74","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:109","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:144","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:180","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:217","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:254","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:288","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:325","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:359","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:393","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:428","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:463","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:500","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:538","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:574","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:612","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:650","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:688","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:723","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:761","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:798","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:836","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:870","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:904","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:942","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:18:976","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:10","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:43","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:78","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:114","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:152","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:186","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:221","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:260","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:295","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:333","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:368","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:406","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:442","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:477","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:513","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:547","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:582","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:616","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:649","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:685","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:723","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:757","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:795","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:831","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:864","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:902","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:940","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:19:977","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:15","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:51","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:90","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:128","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:161","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:199","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:233","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:266","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:300","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:334","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:369","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:406","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:444","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:480","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:515","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:553","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:586","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:624","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:662","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:699","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:733","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:773","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:809","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:849","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:885","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:921","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:955","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:20:989","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:22","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:59","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:96","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:129","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:164","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:199","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:233","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:270","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:305","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:339","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:374","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:411","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:453","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:488","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:525","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:561","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:599","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:632","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:666","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:700","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:738","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:777","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:812","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:848","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:881","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:919","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:954","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:21:988","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:24","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:60","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:96","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:131","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:167","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:202","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:238","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:271","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:307","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:344","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:381","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:418","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:455","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:490","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:523","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:560","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:595","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:630","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:665","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:699","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:733","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:768","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:805","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:842","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:879","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:917","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:951","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:22:988","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:27","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:61","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:99","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:132","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:165","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:200","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:234","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:267","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:303","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:338","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:372","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:409","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:444","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:478","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:515","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:549","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:587","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:621","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:657","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:691","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:724","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:757","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:791","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:825","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:859","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:897","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:934","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:23:969","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:4","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:38","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:84","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:121","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:159","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:198","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:235","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:271","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:309","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:346","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:380","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:417","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:452","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:489","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:524","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:558","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:593","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:632","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:672","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:706","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:742","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:775","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:813","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:849","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:884","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:918","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:952","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:24:988","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:25","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:60","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:95","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:129","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:164","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:198","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:233","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:273","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:311","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:348","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:385","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:421","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:464","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:498","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:536","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:575","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:612","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:648","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:684","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:721","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:760","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:793","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:828","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:862","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:897","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:930","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:25:966","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:26:0","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:26:33","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:26:70","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:26:105","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:26:138","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:26:173","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:26:211","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:26:246","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:26:283","0.3","0.3","0.2","0.2","0.9","0.9 "
"20-04-2019 00:51:26:316","0.3","0.3","0.2","0.2","0.9","0.9 "
