TS,HR Raw,Smile,Raise Brow,Clench,Normalized HR,Pleasure,Arousal,Label
2019.04.01.22.21.29,179,0.290973605,0.925366511,0.945405916,0.953846154,0.680882565,1.036313894,0
2019.04.01.22.21.29,183,0.290973605,0.925366511,0.945405916,0.953846154,0.680882565,1.036313894,0
2019.04.01.22.21.30,183,0.290973605,0.163444657,0.042500414,0.646153846,0.680505822,0.658957925,0
2019.04.01.22.21.30,143,0.290973605,0.163444657,0.042500414,0.646153846,0.680505822,0.658957925,0
2019.04.01.22.21.31,143,0.290973605,0.65947581,0.313675211,0.776923077,0.393985003,0.736058395,1
2019.04.01.22.21.31,160,0.290973605,0.65947581,0.313675211,0.776923077,0.393985003,0.736058395,1
2019.04.01.22.21.32,160,0.290973605,0.754320878,0.101662073,0.746153846,0.545242568,0.738986356,0
2019.04.01.22.21.32,156,0.290973605,0.754320878,0.101662073,0.746153846,0.545242568,0.738986356,0
2019.04.01.22.21.33,156,0.290973605,0.833079139,0.517039389,1.007692308,0.763800841,1.038704632,0
2019.04.01.22.21.33,190,0.290973605,0.833079139,0.517039389,1.007692308,0.763800841,1.038704632,0
2019.04.01.22.21.34,190,0.290973605,0.63518175,0.269107847,0.792307692,0.527471065,0.777709569,0
2019.04.01.22.21.34,162,0.290973605,0.63518175,0.269107847,0.792307692,0.527471065,0.777709569,0
2019.04.01.22.21.35,162,0.290973605,0.139171072,0.931510088,0.869230769,0.458391542,0.856274489,1
2019.04.01.22.21.35,172,0.290973605,0.139171072,0.931510088,0.869230769,0.458391542,0.856274489,1
2019.04.01.22.21.36,172,0.290973605,0.807924075,0.172144826,0.884615385,0.394531426,0.804247515,1
2019.04.01.22.21.36,174,0.290973605,0.807924075,0.172144826,0.884615385,0.394531426,0.804247515,1
2019.04.01.22.21.37,174,0.290973605,0.348832746,0.747720877,0.861538462,0.970737043,0.98998782,0
2019.04.01.22.21.37,171,0.290973605,0.348832746,0.747720877,0.861538462,0.970737043,0.98998782,0
2019.04.01.22.21.38,171,0.290973605,0.079875165,0.167059759,0.730769231,0.544723411,0.687945138,0
2019.04.01.22.21.38,154,0.290973605,0.079875165,0.167059759,0.730769231,0.544723411,0.687945138,0
2019.04.01.22.21.39,154,0.290973605,0.731640689,0.736339204,0.846153846,0.942504256,0.997223334,0
2019.04.01.22.21.39,169,0.290973605,0.731640689,0.736339204,0.846153846,0.942504256,0.997223334,0
2019.04.01.22.21.40,169,0.290973605,0.44419279,0.157300398,0.869230769,0.900316516,0.910314857,0
2019.04.01.22.21.40,172,0.290973605,0.44419279,0.157300398,0.869230769,0.900316516,0.910314857,0
2019.04.01.22.21.41,172,0.290973605,0.347886121,0.325730376,0.892307692,0.38602704,0.792937181,1
2019.04.01.22.21.41,175,0.290973605,0.347886121,0.325730376,0.892307692,0.38602704,0.792937181,1
2019.04.01.22.21.42,175,0.290973605,0.940479988,0.079527236,0.907692308,0.84564141,0.947346951,0
2019.04.01.22.21.42,177,0.290973605,0.940479988,0.079527236,0.907692308,0.84564141,0.947346951,0
2019.04.01.22.21.43,177,0.290973605,0.92337408,0.664171949,0.946153846,0.756718259,1.01835941,0
2019.04.01.22.21.43,182,0.290973605,0.92337408,0.664171949,0.946153846,0.756718259,1.01835941,0
2019.04.01.22.21.44,182,0.290973605,0.921397124,0.078408103,0.876923077,0.281184375,0.763255875,1
2019.04.01.22.21.44,173,0.290973605,0.921397124,0.078408103,0.876923077,0.281184375,0.763255875,1
2019.04.01.22.21.45,173,0.290973605,0.124319008,0.745943872,1,0.848596873,1.03477222,0
2019.04.01.22.21.45,189,0.290973605,0.124319008,0.745943872,1,0.848596873,1.03477222,0
2019.04.01.22.21.46,189,0.290973605,0.46901688,0.853908631,0.746153846,0.811408201,0.885999048,0
2019.04.01.22.21.46,156,0.290973605,0.46901688,0.853908631,0.746153846,0.811408201,0.885999048,0
2019.04.01.22.21.47,156,0.290973605,0.645488989,0.054257548,0.792307692,0.528014114,0.752511992,0
2019.04.01.22.21.47,162,0.290973605,0.645488989,0.054257548,0.792307692,0.528014114,0.752511992,0
2019.04.01.22.21.48,162,0.290973605,0.685250541,0.652218098,0.653846154,0.351815898,0.681685185,1
2019.04.01.22.21.48,144,0.290973605,0.685250541,0.652218098,0.653846154,0.351815898,0.681685185,1
2019.04.01.22.21.49,144,0.290973605,0.465400481,0.549664632,0.9,0.30255412,0.810003345,1
2019.04.01.22.21.49,176,0.290973605,0.465400481,0.549664632,0.9,0.30255412,0.810003345,1
2019.04.01.22.21.50,176,0.290973605,0.842626527,0.30461308,0.746153846,0.485737029,0.75293637,1
2019.04.01.22.21.50,156,0.290973605,0.842626527,0.30461308,0.746153846,0.485737029,0.75293637,1
2019.04.01.22.21.51,156,0.290973605,0.883741641,0.607497715,0.676923077,0.7249125,0.813020829,0
2019.04.01.22.21.51,147,0.290973605,0.883741641,0.607497715,0.676923077,0.7249125,0.813020829,0
2019.04.01.22.21.52,147,0.290973605,0.790551515,0.6925914,0.730769231,0.788453518,0.872159465,0
2019.04.01.22.21.52,154,0.290973605,0.790551515,0.6925914,0.730769231,0.788453518,0.872159465,0
2019.04.01.22.21.53,154,0.290973605,0.234178096,0.789123851,0.661538462,0.337849747,0.667429336,1
2019.04.01.22.21.53,145,0.290973605,0.234178096,0.789123851,0.661538462,0.337849747,0.667429336,1
2019.04.01.22.21.54,145,0.290973605,0.349862423,0.989730399,0.953846154,0.921954192,1.069466326,0
2019.04.01.22.21.54,183,0.290973605,0.349862423,0.989730399,0.953846154,0.921954192,1.069466326,0
2019.04.01.22.21.55,183,0.290973605,0.669357698,0.160097947,0.676923077,0.317316276,0.626924511,1
2019.04.01.22.21.55,147,0.290973605,0.669357698,0.160097947,0.676923077,0.317316276,0.626924511,1
2019.04.01.22.21.56,147,0.290973605,0.545050487,0.847541453,0.738461538,0.695676509,0.852260994,0
2019.04.01.22.21.56,155,0.290973605,0.545050487,0.847541453,0.738461538,0.695676509,0.852260994,0
2019.04.01.22.21.57,155,0.290973605,0.160594205,0.125583148,0.869230769,0.347400181,0.728230339,1
2019.04.01.22.21.57,172,0.290973605,0.160594205,0.125583148,0.869230769,0.347400181,0.728230339,1
2019.04.01.22.21.58,172,0.290973605,0.503798231,0.174252474,0.807692308,0.533965792,0.769321856,0
2019.04.01.22.21.58,164,0.290973605,0.503798231,0.174252474,0.807692308,0.533965792,0.769321856,0
2019.04.01.22.21.59,164,0.290973605,0.650592661,0.341964785,0.692307692,0.512131989,0.713988955,0
2019.04.01.22.21.59,149,0.290973605,0.650592661,0.341964785,0.692307692,0.512131989,0.713988955,0
2019.04.01.22.22.00,149,0.290973605,0.741889284,0.144398989,0.776923077,0.887413527,0.86236968,0
2019.04.01.22.22.00,160,0.290973605,0.741889284,0.144398989,0.776923077,0.887413527,0.86236968,0
2019.04.01.22.22.01,160,0.290973605,0.648822262,0.181110712,0.915384615,0.83490112,0.941110409,0
2019.04.01.22.22.01,178,0.290973605,0.648822262,0.181110712,0.915384615,0.83490112,0.941110409,0
2019.04.01.22.22.02,178,0.290973605,0.531731905,0.933590299,0.915384615,0.679398105,0.9796899,0
2019.04.01.22.22.02,178,0.290973605,0.531731905,0.933590299,0.915384615,0.679398105,0.9796899,0
2019.04.01.22.22.03,178,0.290973605,0.391315676,0.887013774,0.623076923,0.467684804,0.700987462,1
2019.04.01.22.22.03,140,0.290973605,0.391315676,0.887013774,0.623076923,0.467684804,0.700987462,1
2019.04.01.22.22.04,140,0.290973605,0.15820419,0.085265943,0.907692308,0.418041676,0.769995599,1
2019.04.01.22.22.04,177,0.290973605,0.15820419,0.085265943,0.907692308,0.418041676,0.769995599,1
2019.04.01.22.22.05,177,0.290973605,0.854016087,0.396341524,0.946153846,0.614047343,0.940119883,0
2019.04.01.22.22.05,182,0.290973605,0.854016087,0.396341524,0.946153846,0.614047343,0.940119883,0
2019.04.01.22.22.06,182,0.290973605,0.720591333,0.435952186,0.938461538,0.718994677,0.960054691,0
2019.04.01.22.22.06,181,0.290973605,0.720591333,0.435952186,0.938461538,0.718994677,0.960054691,0
2019.04.01.22.22.07,181,0.290973605,0.684997713,0.773632996,0.984615385,0.512894026,0.97160851,0
2019.04.01.22.22.07,187,0.290973605,0.684997713,0.773632996,0.984615385,0.512894026,0.97160851,0
2019.04.01.22.22.08,187,0.290973605,0.00416471,0.438994951,0.630769231,0.596263514,0.66099798,0
2019.04.01.22.22.08,141,0.290973605,0.00416471,0.438994951,0.630769231,0.596263514,0.66099798,0
2019.04.01.22.22.09,141,0.290973605,0.244558851,0.29837432,0.961538462,0.258420033,0.793742743,1
2019.04.01.22.22.09,184,0.290973605,0.244558851,0.29837432,0.961538462,0.258420033,0.793742743,1
2019.04.01.22.22.10,184,0.290973605,0.318995986,0.832818809,0.823076923,0.766426426,0.91316713,0
2019.04.01.22.22.10,166,0.290973605,0.318995986,0.832818809,0.823076923,0.766426426,0.91316713,0
2019.04.01.22.22.11,166,0.290973605,0.433129654,0.465720398,1,0.345528405,0.879069139,1
2019.04.01.22.22.11,189,0.290973605,0.433129654,0.465720398,1,0.345528405,0.879069139,1
2019.04.01.22.22.12,189,0.290973605,0.828711687,0.386596494,0.638461538,0.932888576,0.815039782,0
2019.04.01.22.22.12,142,0.290973605,0.828711687,0.386596494,0.638461538,0.932888576,0.815039782,0
2019.04.01.22.22.13,142,0.290973605,0.976738946,0.55971019,0.784615385,0.397640032,0.794969688,1
2019.04.01.22.22.13,161,0.290973605,0.976738946,0.55971019,0.784615385,0.397640032,0.794969688,1
2019.04.01.22.22.14,161,0.290973605,0.681108238,0.488382788,0.869230769,0.405101537,0.825950256,1
2019.04.01.22.22.14,172,0.290973605,0.681108238,0.488382788,0.869230769,0.405101537,0.825950256,1
2019.04.01.22.22.15,172,0.290973605,0.95259054,0.416135696,0.907692308,0.592496134,0.916758653,0
2019.04.01.22.22.15,177,0.290973605,0.95259054,0.416135696,0.907692308,0.592496134,0.916758653,0
2019.04.01.22.22.16,177,0.290973605,0.262215292,0.024401193,0.923076923,0.858696637,0.906595002,0
2019.04.01.22.22.16,179,0.290973605,0.262215292,0.024401193,0.923076923,0.858696637,0.906595002,0
2019.04.01.22.22.17,179,0.290973605,0.564182713,0.586983464,0.884615385,0.527470278,0.87519321,0
2019.04.01.22.22.17,174,0.290973605,0.564182713,0.586983464,0.884615385,0.527470278,0.87519321,0
2019.04.01.22.22.18,174,0.290973605,0.573372889,0.88524401,0.953846154,0.991994546,1.092755256,0
2019.04.01.22.22.18,183,0.290973605,0.573372889,0.88524401,0.953846154,0.991994546,1.092755256,0
2019.04.01.22.22.19,183,0.290973605,0.566401245,0.403542887,0.8,0.654627224,0.830780932,0
2019.04.01.22.22.19,163,0.290973605,0.566401245,0.403542887,0.8,0.654627224,0.830780932,0
2019.04.01.22.22.20,163,0.290973605,0.05221768,0.418658174,0.946153846,0.827135301,0.946440721,0
2019.04.01.22.22.20,182,0.290973605,0.05221768,0.418658174,0.946153846,0.827135301,0.946440721,0
2019.04.01.22.22.21,182,0.290973605,0.994223256,0.793960689,0.692307692,0.537166346,0.800571888,0
2019.04.01.22.22.21,149,0.290973605,0.994223256,0.793960689,0.692307692,0.537166346,0.800571888,0
2019.04.01.22.22.22,149,0.290973605,0.018425539,0.995952854,0.653846154,0.4707013,0.709761306,1
2019.04.01.22.22.22,144,0.290973605,0.018425539,0.995952854,0.653846154,0.4707013,0.709761306,1
2019.04.01.22.22.23,144,0.290973605,0.293949013,0.654568854,0.984615385,0.919594904,1.045418922,0
2019.04.01.22.22.23,187,0.290973605,0.293949013,0.654568854,0.984615385,0.919594904,1.045418922,0
2019.04.01.22.22.24,187,0.290973605,0.154807264,6.44E-04,0.807692308,0.212425733,0.631444283,1
2019.04.01.22.22.24,164,0.290973605,0.154807264,6.44E-04,0.807692308,0.212425733,0.631444283,1
2019.04.01.22.22.25,164,0.290973605,0.304878163,0.577264919,0.930769231,0.590350159,0.90543505,0
2019.04.01.22.22.25,180,0.290973605,0.304878163,0.577264919,0.930769231,0.590350159,0.90543505,0
2019.04.01.22.22.26,180,0.290973605,0.360756198,0.235181909,0.907692308,0.53095186,0.834927733,0
2019.04.01.22.22.26,177,0.290973605,0.360756198,0.235181909,0.907692308,0.53095186,0.834927733,0
2019.04.01.22.22.27,177,0.290973605,0.980574495,0.113873994,0.623076923,0.85268369,0.7591958,0
2019.04.01.22.22.27,140,0.290973605,0.980574495,0.113873994,0.623076923,0.85268369,0.7591958,0
2019.04.01.22.22.28,140,0.290973605,0.426691723,0.557277439,1,0.40117344,0.905625509,1
2019.04.01.22.22.28,189,0.290973605,0.426691723,0.557277439,1,0.40117344,0.905625509,1
2019.04.01.22.22.29,189,0.290973605,0.332371774,0.795863024,0.853846154,0.752064045,0.926850199,0
2019.04.01.22.22.29,170,0.290973605,0.332371774,0.795863024,0.853846154,0.752064045,0.926850199,0
2019.04.01.22.22.30,170,0.290973605,0.186742143,0.705608946,0.661538462,0.742464194,0.769504086,0
2019.04.01.22.22.30,145,0.290973605,0.186742143,0.705608946,0.661538462,0.742464194,0.769504086,0
2019.04.01.22.22.31,145,0.290973605,0.137768527,0.718849196,0.953846154,0.720177027,0.963773426,0
2019.04.01.22.22.31,183,0.290973605,0.137768527,0.718849196,0.953846154,0.720177027,0.963773426,0
2019.04.01.22.22.32,183,0.290973605,0.047562368,0.113661146,0.946153846,0.429815441,0.795552885,1
2019.04.01.22.22.32,182,0.290973605,0.047562368,0.113661146,0.946153846,0.429815441,0.795552885,1
2019.04.01.22.22.33,182,0.290973605,0.367993892,0.599748383,0.976923077,0.690270503,0.973200143,0
2019.04.01.22.22.33,186,0.290973605,0.367993892,0.599748383,0.976923077,0.690270503,0.973200143,0
2019.04.01.22.22.34,186,0.290973605,0.359016027,0.904302613,0.984615385,0.683367062,1.01289771,0
2019.04.01.22.22.34,187,0.290973605,0.359016027,0.904302613,0.984615385,0.683367062,1.01289771,0
2019.04.01.22.22.35,187,0.290973605,0.787004533,0.859584173,0.638461538,0.920606372,0.865985717,0
2019.04.01.22.22.35,142,0.290973605,0.787004533,0.859584173,0.638461538,0.920606372,0.865985717,0
2019.04.01.22.22.36,142,0.290973605,0.242369523,0.223212414,0.961538462,0.500926103,0.853747008,0
2019.04.01.22.22.36,184,0.290973605,0.242369523,0.223212414,0.961538462,0.500926103,0.853747008,0
2019.04.01.22.22.37,184,0.290973605,0.829476622,0.980958779,0.853846154,0.450003234,0.898530513,1
2019.04.01.22.22.37,170,0.290973605,0.829476622,0.980958779,0.853846154,0.450003234,0.898530513,1
2019.04.01.22.22.38,170,0.290973605,0.613393946,0.712186115,0.876923077,0.514111797,0.884765098,0
2019.04.01.22.22.38,173,0.290973605,0.613393946,0.712186115,0.876923077,0.514111797,0.884765098,0
2019.04.01.22.22.39,173,0.290973605,0.469182131,0.053272375,0.892307692,0.26186675,0.733042628,1
2019.04.01.22.22.39,175,0.290973605,0.469182131,0.053272375,0.892307692,0.26186675,0.733042628,1
2019.04.01.22.22.40,175,0.290973605,0.542078285,0.655617705,0.946153846,0.402104255,0.888766979,1
2019.04.01.22.22.40,182,0.290973605,0.542078285,0.655617705,0.946153846,0.402104255,0.888766979,1
2019.04.01.22.22.41,182,0.290973605,0.56779409,0.530194778,0.707692308,0.510633162,0.741162374,0
2019.04.01.22.22.41,151,0.290973605,0.56779409,0.530194778,0.707692308,0.510633162,0.741162374,0
2019.04.01.22.22.42,151,0.290973605,0.27436783,0.338138354,0.8,0.865167636,0.862133827,0
2019.04.01.22.22.42,163,0.290973605,0.27436783,0.338138354,0.8,0.865167636,0.862133827,0
2019.04.01.22.22.43,163,0.290973605,0.941977729,0.187952648,0.9,0.63796512,0.895954122,0
2019.04.01.22.22.43,176,0.290973605,0.941977729,0.187952648,0.9,0.63796512,0.895954122,0
2019.04.01.22.22.44,176,0.290973605,0.637745693,0.680486194,0.861538462,0.552578854,0.88298648,0
2019.04.01.22.22.44,171,0.290973605,0.637745693,0.680486194,0.861538462,0.552578854,0.88298648,0
2019.04.01.22.22.45,171,0.290973605,0.901445864,0.776348541,0.9,0.700197023,0.982287605,0
2019.04.01.22.22.45,176,0.290973605,0.901445864,0.776348541,0.9,0.700197023,0.982287605,0
2019.04.01.22.22.46,176,0.290973605,0.427241253,0.15116568,0.976923077,0.30804085,0.813752868,1
2019.04.01.22.22.47,186,0.290973605,0.427241253,0.15116568,0.976923077,0.30804085,0.813752868,1
2019.04.01.22.22.47,186,0.290973605,0.128097753,0.306469727,0.630769231,0.354580864,0.584705806,2
2019.04.01.22.22.48,141,0.290973605,0.128097753,0.306469727,0.630769231,0.354580864,0.584705806,2
2019.04.01.22.22.48,141,0.290973605,0.081428183,0.400568134,0.669230769,0.690576808,0.715445693,0
2019.04.01.22.22.49,146,0.290973605,0.081428183,0.400568134,0.669230769,0.690576808,0.715445693,0
2019.04.01.22.22.49,146,0.290973605,0.814254771,0.613421268,0.969230769,0.678310745,0.997989455,0
2019.04.01.22.22.50,185,0.290973605,0.814254771,0.613421268,0.969230769,0.678310745,0.997989455,0
2019.04.01.22.22.50,185,0.290973605,0.245000727,0.99436443,0.915384615,0.793134154,0.999084832,0
2019.04.01.22.22.51,178,0.290973605,0.245000727,0.99436443,0.915384615,0.793134154,0.999084832,0
2019.04.01.22.22.51,178,0.290973605,0.006564906,0.263786792,0.692307692,0.360159811,0.615073308,1
2019.04.01.22.22.52,149,0.290973605,0.006564906,0.263786792,0.692307692,0.360159811,0.615073308,1
2019.04.01.22.22.52,149,0.290973605,0.0717913,0.228899247,0.946153846,0.479728071,0.825537472,1
2019.04.01.22.22.53,182,0.290973605,0.0717913,0.228899247,0.946153846,0.479728071,0.825537472,1
2019.04.01.22.22.53,182,0.290973605,0.679489735,0.413744377,0.807692308,0.968356361,0.935064,0
2019.04.01.22.22.54,164,0.290973605,0.679489735,0.413744377,0.807692308,0.968356361,0.935064,0
2019.04.01.22.22.54,164,0.290973605,0.355402001,0.87886605,0.692307692,0.932138463,0.878100911,0
2019.04.01.22.22.55,149,0.290973605,0.355402001,0.87886605,0.692307692,0.932138463,0.878100911,0
2019.04.01.22.22.55,149,0.290973605,0.770728187,0.560703397,1.007692308,0.555219572,0.979958402,0
2019.04.01.22.22.56,190,0.290973605,0.770728187,0.560703397,1.007692308,0.555219572,0.979958402,0
2019.04.01.22.22.56,190,0.290973605,0.671760355,0.333267288,0.715384615,0.908346402,0.843637937,0
2019.04.01.22.22.57,152,0.290973605,0.671760355,0.333267288,0.715384615,0.908346402,0.843637937,0
2019.04.01.22.22.57,152,0.290973605,0.230696758,0.998792495,0.969230769,0.373615177,0.91604594,1
2019.04.01.22.22.58,185,0.290973605,0.230696758,0.998792495,0.969230769,0.373615177,0.91604594,1
2019.04.01.22.22.58,185,0.290973605,0.173581195,0.532327533,0.776923077,0.398305177,0.729136611,1
2019.04.01.22.22.59,160,0.290973605,0.173581195,0.532327533,0.776923077,0.398305177,0.729136611,1
2019.04.01.22.22.59,160,0.290973605,0.276830387,0.456565328,0.884615385,0.758147341,0.904739289,0
2019.04.01.22.23.00,174,0.290973605,0.276830387,0.456565328,0.884615385,0.758147341,0.904739289,0
2019.04.01.22.23.00,174,0.290973605,0.273321215,0.817595908,0.707692308,0.757714528,0.825621983,0
2019.04.01.22.23.01,151,0.290973605,0.273321215,0.817595908,0.707692308,0.757714528,0.825621983,0
2019.04.01.22.23.01,151,0.290973605,0.497010175,0.357944115,0.976923077,0.493241958,0.896759775,1
2019.04.01.22.23.02,186,0.290973605,0.497010175,0.357944115,0.976923077,0.493241958,0.896759775,1
2019.04.01.22.23.02,186,0.290973605,0.383129613,0.443694715,0.753846154,0.282769858,0.684342696,1
2019.04.01.22.23.03,157,0.290973605,0.383129613,0.443694715,0.753846154,0.282769858,0.684342696,1
2019.04.01.22.23.03,157,0.290973605,0.564110431,0.17863139,0.953846154,0.867999812,0.970863624,0
2019.04.01.22.23.04,183,0.290973605,0.564110431,0.17863139,0.953846154,0.867999812,0.970863624,0
2019.04.01.22.23.04,183,0.290973605,0.694705249,0.891459241,0.646153846,0.811834077,0.837515327,0
2019.04.01.22.23.05,143,0.290973605,0.694705249,0.891459241,0.646153846,0.811834077,0.837515327,0
