time, agreement, concentrating, disagreement, interested, thinking, unsure, heartrate
25889.193,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.997435362
25890.196,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.203548875
25891.197,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.425741793
25892.197999999997,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.640948616
25893.201,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.17611517100000001
25894.203999999998,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.38108131100000003
25895.208,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.596550798
25896.211,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.946386567
25897.214,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.335908095
25898.218999999997,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.136164395
25899.222999999998,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.08341285400000001
25900.224,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.040331222
25901.228,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.45306730700000003
25902.23,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.576338319
25903.232000000004,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.189552702
25904.236,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.646897571
25905.238999999998,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.41966700100000004
25906.244,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.993458595
25907.248,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.17447444899999998
25908.252999999997,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.33973264299999995
25909.257,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.480314037
25910.262000000002,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.888191023
25911.267000000003,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.22041312600000001
25912.271,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.32322856699999997
25913.275,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.8524928359999999
25914.28,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.376053556
25915.282000000003,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.221472583
25916.287,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.672446381
25917.289,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.810846592
25918.289,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.9850454359999999
25919.29,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.15280432900000002
25920.292999999998,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.38212273799999996
25921.299,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.977613835
25922.302000000003,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.855880513
25923.307,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.37972099
25924.311,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.341733444
25925.315,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.554601424
25926.319,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.13806791300000001
25927.322,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.9004275629999999
25928.326,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.401439434
25929.327999999998,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.756490898
25930.33,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.938560362
25931.333,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.181091886
25932.337000000003,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.022841916
25933.34,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.7609379490000001
25934.342999999997,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.5244163789999999
25935.347,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.9382659090000001
25936.35,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.618825439
25937.351000000002,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.077839447
25938.354,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.606899703
25939.355,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.951207391
25940.355,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.578369006
25941.357000000004,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.358306291
25942.36,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.44166540600000004
25943.362999999998,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.745441114
25944.367000000002,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.145056694
25945.37,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.31329452399999996
25946.373,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.168158996
25947.377999999997,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.7789382290000001
25948.382,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.7721214829999999
25949.386000000002,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.592511133
25950.39,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.28108142199999997
25951.394,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.5835804729999999
25952.394,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.312206585
25953.398999999998,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.18612507399999997
25954.401,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.377748905
25955.405,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.167115723
25956.409,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.41663106899999997
25957.414,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.154978076
25958.417,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.35740420100000003
25959.42,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.8646005170000001
25960.421000000002,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.816797395
25961.428,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.269403877
25962.43,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.062010999000000004
25963.433999999997,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.74336342
25964.439,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.7394807109999999
25965.444,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.442428638
25966.447,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.942791048
25967.452,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.611813289
25968.452,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.5680906020000001
25969.457000000002,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.680039233
25970.46,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.7127393740000001
25971.465,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.659954598
25972.468999999997,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.00359819
25973.474,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.639370264
25974.478,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.10257974800000001
25975.481,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.768261599
25976.482000000004,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.40167275
25977.482000000004,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.785074782
25978.482999999997,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.776099145
25979.486,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.561601969
25980.491,0.39999999999999997,0.6000000000000001,0.30000000000000004,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.6666733220000001
