time, agreement, concentrating, disagreement, interested, thinking, unsure
23913.234,0.7,0.8,0.7,0.9,0.6,0.9
23914.236,0.7,0.8,0.7,0.9,0.6,0.9
23915.237,0.7,0.8,0.7,0.9,0.6,0.9
23916.242,0.7,0.8,0.7,0.9,0.6,0.9
23917.244,0.7,0.8,0.7,0.9,0.6,0.9
23918.248,0.7,0.8,0.7,0.9,0.6,0.9
23919.252,0.7,0.8,0.7,0.9,0.6,0.9
23920.257,0.7,0.8,0.7,0.9,0.6,0.9
23921.266,0.7,0.8,0.7,0.9,0.6,0.9
23922.27,0.7,0.8,0.7,0.9,0.6,0.9
23923.274,0.7,0.8,0.7,0.9,0.6,0.9
23924.277,0.7,0.8,0.7,0.9,0.6,0.9
23925.277,0.7,0.8,0.7,0.9,0.6,0.9
23926.282,0.7,0.8,0.7,0.9,0.6,0.9
23927.285,0.7,0.8,0.7,0.9,0.6,0.9
23928.285,0.7,0.8,0.7,0.9,0.6,0.9
23929.287,0.7,0.8,0.7,0.9,0.6,0.9
23930.288,0.7,0.8,0.7,0.9,0.6,0.9
23931.292,0.7,0.8,0.7,0.9,0.6,0.9
23932.296,0.7,0.8,0.7,0.9,0.6,0.9
23933.301,0.7,0.8,0.7,0.9,0.6,0.9
23934.305,0.7,0.8,0.7,0.9,0.6,0.9
23935.309,0.7,0.8,0.7,0.9,0.6,0.9
23936.313,0.7,0.8,0.7,0.9,0.6,0.9
23937.315,0.7,0.8,0.7,0.9,0.6,0.9
23938.318,0.7,0.8,0.7,0.9,0.6,0.9
23939.322,0.7,0.8,0.7,0.9,0.6,0.9
23940.326,0.7,0.8,0.7,0.9,0.6,0.9
23941.33,0.7,0.8,0.7,0.9,0.6,0.9
23942.335,0.7,0.8,0.7,0.9,0.6,0.9
23943.34,0.7,0.8,0.7,0.9,0.6,0.9
23944.342,0.7,0.8,0.7,0.9,0.6,0.9
23945.344,0.7,0.8,0.7,0.9,0.6,0.9
23946.346,0.7,0.8,0.7,0.9,0.6,0.9
23947.351,0.7,0.8,0.7,0.9,0.6,0.9
23948.352,0.7,0.8,0.7,0.9,0.6,0.9
23949.356,0.7,0.8,0.7,0.9,0.6,0.9
23950.356,0.7,0.8,0.7,0.9,0.6,0.9
23951.361,0.7,0.8,0.7,0.9,0.6,0.9
23952.365,0.7,0.8,0.7,0.9,0.6,0.9
23953.368,0.7,0.8,0.7,0.9,0.6,0.9
23954.373,0.7,0.8,0.7,0.9,0.6,0.9
23955.378,0.7,0.8,0.7,0.9,0.6,0.9
23956.381,0.7,0.8,0.7,0.9,0.6,0.9
23957.382,0.7,0.8,0.7,0.9,0.6,0.9
23958.387,0.7,0.8,0.7,0.9,0.6,0.9
23959.391,0.7,0.8,0.7,0.9,0.6,0.9
23960.392,0.7,0.8,0.7,0.9,0.6,0.9
23961.396,0.7,0.8,0.7,0.9,0.6,0.9
23962.398,0.7,0.8,0.7,0.9,0.6,0.9
23963.403,0.7,0.8,0.7,0.9,0.6,0.9
23964.407,0.7,0.8,0.7,0.9,0.6,0.9
23965.412,0.7,0.8,0.7,0.9,0.6,0.9
23966.416,0.7,0.8,0.7,0.9,0.6,0.9
23967.417,0.7,0.8,0.7,0.9,0.6,0.9
23968.418,0.7,0.8,0.7,0.9,0.6,0.9
23969.423,0.7,0.8,0.7,0.9,0.6,0.9
23970.428,0.7,0.8,0.7,0.9,0.6,0.9
23971.432,0.7,0.8,0.7,0.9,0.6,0.9
23972.436,0.7,0.8,0.7,0.9,0.6,0.9
23973.44,0.7,0.8,0.7,0.9,0.6,0.9
23974.444,0.7,0.8,0.7,0.9,0.6,0.9
23975.447,0.7,0.8,0.7,0.9,0.6,0.9
23976.452,0.7,0.8,0.7,0.9,0.6,0.9
23977.459,0.7,0.8,0.7,0.9,0.6,0.9
23978.463,0.7,0.8,0.7,0.9,0.6,0.9
23979.465,0.7,0.8,0.7,0.9,0.6,0.9
23980.47,0.7,0.8,0.7,0.9,0.6,0.9
23981.473,0.7,0.8,0.7,0.9,0.6,0.9
23982.473,0.7,0.8,0.7,0.9,0.6,0.9
23983.474,0.7,0.8,0.7,0.9,0.6,0.9
23984.479,0.7,0.8,0.7,0.9,0.6,0.9
23985.482,0.7,0.8,0.7,0.9,0.6,0.9
23986.488,0.7,0.8,0.7,0.9,0.6,0.9
23987.492,0.7,0.8,0.7,0.9,0.6,0.9
23988.497,0.7,0.8,0.7,0.9,0.6,0.9
23989.501,0.7,0.8,0.7,0.9,0.6,0.9
23990.502,0.7,0.8,0.7,0.9,0.6,0.9
23991.504,0.7,0.8,0.7,0.9,0.6,0.9
23992.504,0.7,0.8,0.7,0.9,0.6,0.9
23993.507,0.7,0.8,0.7,0.9,0.6,0.9
23994.511,0.7,0.8,0.7,0.9,0.6,0.9
23995.513,0.7,0.8,0.7,0.9,0.6,0.9
23996.515,0.7,0.8,0.7,0.9,0.6,0.9
23997.517,0.7,0.8,0.7,0.9,0.6,0.9
23998.523,0.7,0.8,0.7,0.9,0.6,0.9
23999.524,0.7,0.8,0.7,0.9,0.6,0.9
24000.527,0.7,0.8,0.7,0.9,0.6,0.9
24001.531,0.7,0.8,0.7,0.9,0.6,0.9
24002.536,0.7,0.8,0.7,0.9,0.6,0.9
24003.537,0.7,0.8,0.7,0.9,0.6,0.9
24004.542,0.7,0.8,0.7,0.9,0.6,0.9
24005.545,0.7,0.8,0.7,0.9,0.6,0.9
24006.548,0.7,0.8,0.7,0.9,0.6,0.9
24007.553,0.7,0.8,0.7,0.9,0.6,0.9
24008.557,0.7,0.8,0.7,0.9,0.6,0.9
24009.561,0.7,0.8,0.7,0.9,0.6,0.9
24010.566,0.7,0.8,0.7,0.9,0.6,0.9
24011.568,0.7,0.8,0.7,0.9,0.6,0.9
24012.571,0.7,0.8,0.7,0.9,0.6,0.9
24013.576,0.7,0.8,0.7,0.9,0.6,0.9
24014.58,0.7,0.8,0.7,0.9,0.6,0.9
24015.584,0.7,0.8,0.7,0.9,0.6,0.9
24016.585,0.7,0.8,0.7,0.9,0.6,0.9
24017.589,0.7,0.8,0.7,0.9,0.6,0.9
24018.591,0.7,0.8,0.7,0.9,0.6,0.9
24019.596,0.7,0.8,0.7,0.9,0.6,0.9
24020.6,0.7,0.8,0.7,0.9,0.6,0.9
24021.602,0.7,0.8,0.7,0.9,0.6,0.9
24022.604,0.7,0.8,0.7,0.9,0.6,0.9
24023.607,0.7,0.8,0.7,0.9,0.6,0.9
24024.608,0.7,0.8,0.7,0.9,0.6,0.9
24025.608,0.7,0.8,0.7,0.9,0.6,0.9
24026.611,0.7,0.8,0.7,0.9,0.6,0.9
24027.613,0.7,0.8,0.7,0.9,0.6,0.9
24028.617,0.7,0.8,0.7,0.9,0.6,0.9
24029.62,0.7,0.8,0.7,0.9,0.6,0.9
24030.624,0.7,0.8,0.7,0.9,0.6,0.9
24031.627,0.7,0.8,0.7,0.9,0.6,0.9
24032.63,0.7,0.8,0.7,0.9,0.6,0.9
24033.635,0.7,0.8,0.7,0.9,0.6,0.9
24034.639,0.7,0.8,0.7,0.9,0.6,0.9
24035.643,0.7,0.8,0.7,0.9,0.6,0.9
24036.648,0.7,0.8,0.7,0.9,0.6,0.9
24037.651,0.7,0.8,0.7,0.9,0.6,0.9
24038.654,0.7,0.8,0.7,0.9,0.6,0.9
24039.656,0.7,0.8,0.7,0.9,0.6,0.9
24040.659,0.7,0.8,0.7,0.9,0.6,0.9
24041.661,0.7,0.8,0.7,0.9,0.6,0.9
24042.667,0.7,0.8,0.7,0.9,0.6,0.9
24043.667,0.7,0.8,0.7,0.9,0.6,0.9
24044.669,0.7,0.8,0.7,0.9,0.6,0.9
24045.673,0.7,0.8,0.7,0.9,0.6,0.9
24046.674,0.7,0.8,0.7,0.9,0.6,0.9
24047.675,0.7,0.8,0.7,0.9,0.6,0.9
24048.677,0.7,0.8,0.7,0.9,0.6,0.9
24049.681,0.7,0.8,0.7,0.9,0.6,0.9
24050.685,0.7,0.8,0.7,0.9,0.6,0.9
24051.689,0.7,0.8,0.7,0.9,0.6,0.9
24052.692,0.7,0.8,0.7,0.9,0.6,0.9
24053.696,0.7,0.8,0.7,0.9,0.6,0.9
24054.702,0.7,0.8,0.7,0.9,0.6,0.9
24055.705,0.7,0.8,0.7,0.9,0.6,0.9
24056.708,0.7,0.8,0.7,0.9,0.6,0.9
24057.711,0.7,0.8,0.7,0.9,0.6,0.9
24058.715,0.7,0.8,0.7,0.9,0.6,0.9
24059.717,0.7,0.8,0.7,0.9,0.6,0.9
24060.722,0.7,0.8,0.7,0.9,0.6,0.9
24061.725,0.7,0.8,0.7,0.9,0.6,0.9
24062.729,0.7,0.8,0.7,0.9,0.6,0.9
24063.731,0.7,0.8,0.7,0.9,0.6,0.9
24064.731,0.7,0.8,0.7,0.9,0.6,0.9
24065.736,0.7,0.8,0.7,0.9,0.6,0.9
24066.737,0.7,0.8,0.7,0.9,0.6,0.9
24067.742,0.7,0.8,0.7,0.9,0.6,0.9
24068.747,0.7,0.8,0.7,0.9,0.6,0.9
24069.749,0.7,0.8,0.7,0.9,0.6,0.9
24070.752,0.7,0.8,0.7,0.9,0.6,0.9
24071.756,0.7,0.8,0.7,0.9,0.6,0.9
24072.761,0.7,0.8,0.7,0.9,0.6,0.9
24073.764,0.7,0.8,0.7,0.9,0.6,0.9
24074.768,0.7,0.8,0.7,0.9,0.6,0.9
24075.772,0.7,0.8,0.7,0.9,0.6,0.9
24076.774,0.7,0.8,0.7,0.9,0.6,0.9
24077.778,0.7,0.8,0.7,0.9,0.6,0.9
24078.782,0.7,0.8,0.7,0.9,0.6,0.9
24079.783,0.7,0.8,0.7,0.9,0.6,0.9
24080.785,0.7,0.8,0.7,0.9,0.6,0.9
24081.786,0.7,0.8,0.7,0.9,0.6,0.9
24082.789,0.7,0.8,0.7,0.9,0.6,0.9
24083.792,0.7,0.8,0.7,0.9,0.6,0.9
24084.795,0.7,0.8,0.7,0.9,0.6,0.9
24085.798,0.7,0.8,0.7,0.9,0.6,0.9
24204.04,0.3,0.3,0.3,0.8,0.7,0.9
24205.042,0.3,0.3,0.3,0.8,0.7,0.9
24206.047,0.3,0.3,0.3,0.8,0.7,0.9
24207.051,0.3,0.3,0.3,0.8,0.7,0.9
24208.052,0.3,0.3,0.3,0.8,0.7,0.9
24209.054,0.3,0.3,0.3,0.8,0.7,0.9
24210.057,0.3,0.3,0.3,0.8,0.7,0.9
24211.059,0.3,0.3,0.3,0.8,0.7,0.9
24212.062,0.3,0.3,0.3,0.8,0.7,0.9
24213.066,0.3,0.3,0.3,0.8,0.7,0.9
24214.068,0.3,0.3,0.3,0.8,0.7,0.9
24215.071,0.3,0.3,0.3,0.8,0.7,0.9
24216.075,0.3,0.3,0.3,0.8,0.7,0.9
24217.079,0.3,0.3,0.3,0.8,0.7,0.9
24218.083,0.3,0.3,0.3,0.8,0.7,0.9
24219.087,0.3,0.3,0.3,0.8,0.7,0.9
24220.091,0.3,0.3,0.3,0.8,0.7,0.9
24221.095,0.3,0.3,0.3,0.8,0.7,0.9
24222.1,0.3,0.3,0.3,0.8,0.7,0.9
24223.101,0.3,0.3,0.3,0.8,0.7,0.9
24224.106,0.3,0.3,0.3,0.8,0.7,0.9
24225.114,0.3,0.3,0.3,0.8,0.7,0.9
24226.117,0.3,0.3,0.3,0.8,0.7,0.9
24227.12,0.3,0.3,0.3,0.8,0.7,0.9
24228.125,0.3,0.3,0.3,0.8,0.7,0.9
24229.127,0.3,0.3,0.3,0.8,0.7,0.9
24230.13,0.3,0.3,0.3,0.8,0.7,0.9
24231.132,0.3,0.3,0.3,0.8,0.7,0.9
24232.138,0.3,0.3,0.3,0.8,0.7,0.9
24233.141,0.3,0.3,0.3,0.8,0.7,0.9
24234.144,0.3,0.3,0.3,0.8,0.7,0.9
24235.144,0.3,0.3,0.3,0.8,0.7,0.9
24236.145,0.3,0.3,0.3,0.8,0.7,0.9
24237.149,0.3,0.3,0.3,0.8,0.7,0.9
24238.151,0.3,0.3,0.3,0.8,0.7,0.9
24239.154,0.3,0.3,0.3,0.8,0.7,0.9
24240.155,0.3,0.3,0.3,0.8,0.7,0.9
24241.158,0.3,0.3,0.3,0.8,0.7,0.9
24242.162,0.3,0.3,0.3,0.8,0.7,0.9
24243.165,0.3,0.3,0.3,0.8,0.7,0.9
24244.168,0.3,0.3,0.3,0.8,0.7,0.9
24245.169,0.3,0.3,0.3,0.8,0.7,0.9
