timestamp,P2,A2,D2
03-04-2019 03:12:06:454,1.5,1.5,2.5
03-04-2019 03:12:06:469,1.5,1.5,2.5
03-04-2019 03:12:06:486,1.5,1.5,2.5
03-04-2019 03:12:06:503,1.5,1.5,2.5
03-04-2019 03:12:06:513,1.5,1.5,2.5
03-04-2019 03:12:06:527,1.5,1.5,2.5
03-04-2019 03:12:06:540,1.5,1.5,2.5
03-04-2019 03:12:06:556,1.5,1.5,2.5
03-04-2019 03:12:06:567,1.5,1.5,2.5
03-04-2019 03:12:06:579,1.5,1.5,2.5
03-04-2019 03:12:06:589,1.5,1.5,2.5
03-04-2019 03:12:06:601,1.5,1.5,2.5
03-04-2019 03:12:06:611,1.5,1.5,2.5
03-04-2019 03:12:06:621,1.5,1.5,2.5
03-04-2019 03:12:06:634,1.5,1.5,2.5
03-04-2019 03:12:06:644,1.5,1.5,2.5
03-04-2019 03:12:06:657,1.5,1.5,2.5
03-04-2019 03:12:06:669,1.5,1.5,2.5
03-04-2019 03:12:06:680,1.5,1.5,2.5
03-04-2019 03:12:06:692,1.5,1.5,2.5
03-04-2019 03:12:06:703,1.5,1.5,2.5
03-04-2019 03:12:06:715,1.5,1.5,2.5
03-04-2019 03:12:06:740,1.5,1.5,2.5
03-04-2019 03:12:06:751,1.5,1.5,2.5
03-04-2019 03:12:06:764,1.5,1.5,2.5
03-04-2019 03:12:06:776,1.5,1.5,2.5
03-04-2019 03:12:06:787,1.5,1.5,2.5
03-04-2019 03:12:06:799,1.5,1.5,2.5
03-04-2019 03:12:06:811,1.5,1.5,2.5
03-04-2019 03:12:06:826,1.5,1.5,2.5
03-04-2019 03:12:06:840,1.5,1.5,2.5
03-04-2019 03:12:06:852,1.5,1.5,2.5
03-04-2019 03:12:06:863,1.5,1.5,2.5
03-04-2019 03:12:06:874,1.5,1.5,2.5
03-04-2019 03:12:06:885,1.5,1.5,2.5
03-04-2019 03:12:06:897,1.5,1.5,2.5
03-04-2019 03:12:06:911,1.5,1.5,2.5
03-04-2019 03:12:06:926,1.5,1.5,2.5
03-04-2019 03:12:06:936,1.5,1.5,2.5
03-04-2019 03:12:06:946,1.5,1.5,2.5
03-04-2019 03:12:06:956,1.5,1.5,2.5
03-04-2019 03:12:06:967,1.5,1.5,2.5
03-04-2019 03:12:06:977,1.5,1.5,2.5
03-04-2019 03:12:06:988,1.5,1.5,2.5
03-04-2019 03:12:06:10,1.5,1.5,2.5
03-04-2019 03:12:07:20,1.5,1.5,2.5
03-04-2019 03:12:07:32,1.5,1.5,2.5
03-04-2019 03:12:07:42,1.5,1.5,2.5
03-04-2019 03:12:07:54,1.5,1.5,2.5
03-04-2019 03:12:07:65,1.5,1.5,2.5
03-04-2019 03:12:07:76,1.5,1.5,2.5
03-04-2019 03:12:07:86,1.5,1.5,2.5
03-04-2019 03:12:07:97,1.5,1.5,2.5
03-04-2019 03:12:07:107,1.5,1.5,2.5
03-04-2019 03:12:07:118,1.5,1.5,2.5
03-04-2019 03:12:07:129,1.5,1.5,2.5
03-04-2019 03:12:07:141,1.5,1.5,2.5
03-04-2019 03:12:07:153,1.5,1.5,2.5
03-04-2019 03:12:07:163,1.5,1.5,2.5
03-04-2019 03:12:07:175,1.5,1.5,2.5
03-04-2019 03:12:07:186,1.5,1.5,2.5
03-04-2019 03:12:07:197,1.5,1.5,2.5
03-04-2019 03:12:07:210,1.5,1.5,2.5
03-04-2019 03:12:07:220,1.5,1.5,2.5
03-04-2019 03:12:07:232,1.5,1.5,2.5
03-04-2019 03:12:07:243,1.5,1.5,2.5
03-04-2019 03:12:07:254,1.5,1.5,2.5
03-04-2019 03:12:07:272,1.5,1.5,2.5
03-04-2019 03:12:07:308,1.5,1.5,2.5
03-04-2019 03:12:07:320,1.5,1.5,2.5
03-04-2019 03:12:07:331,1.5,1.5,2.5
03-04-2019 03:12:07:352,1.5,1.5,2.5
03-04-2019 03:12:07:367,1.5,1.5,2.5
03-04-2019 03:12:07:384,1.5,1.5,2.5
03-04-2019 03:12:07:396,1.5,1.5,2.5
03-04-2019 03:12:07:407,1.5,1.5,2.5
03-04-2019 03:12:07:419,1.5,1.5,2.5
03-04-2019 03:12:07:437,1.5,1.5,2.5
03-04-2019 03:12:07:449,1.5,1.5,2.5
03-04-2019 03:12:07:459,1.5,1.5,2.5
03-04-2019 03:12:07:471,1.5,1.5,2.5
03-04-2019 03:12:07:487,1.5,1.5,2.5
03-04-2019 03:12:07:500,1.5,1.5,2.5
03-04-2019 03:12:07:511,1.5,1.5,2.5
03-04-2019 03:12:07:526,1.5,1.5,2.5
03-04-2019 03:12:07:537,1.5,1.5,2.5
03-04-2019 03:12:07:547,1.5,1.5,2.5
03-04-2019 03:12:07:559,1.5,1.5,2.5
03-04-2019 03:12:07:569,1.5,1.5,2.5
03-04-2019 03:12:07:579,1.5,1.5,2.5
03-04-2019 03:12:07:591,1.5,1.5,2.5
03-04-2019 03:12:07:604,1.5,1.5,2.5
03-04-2019 03:12:07:620,1.5,1.5,2.5
03-04-2019 03:12:07:631,1.5,1.5,2.5
03-04-2019 03:12:07:642,1.5,1.5,2.5
03-04-2019 03:12:07:653,1.5,1.5,2.5
03-04-2019 03:12:07:663,1.5,1.5,2.5
03-04-2019 03:12:07:673,1.5,1.5,2.5
03-04-2019 03:12:07:685,1.5,1.5,2.5
03-04-2019 03:12:07:696,1.5,1.5,2.5
03-04-2019 03:12:07:708,1.5,1.5,2.5
03-04-2019 03:12:07:717,1.5,1.5,2.5
03-04-2019 03:12:07:729,1.5,1.5,2.5
03-04-2019 03:12:07:739,1.5,1.5,2.5
03-04-2019 03:12:07:749,1.5,1.5,2.5
03-04-2019 03:12:07:759,1.5,1.5,2.5
03-04-2019 03:12:07:770,1.5,1.5,2.5
03-04-2019 03:12:07:781,1.5,1.5,2.5
03-04-2019 03:12:07:792,1.5,1.5,2.5
03-04-2019 03:12:07:803,1.5,1.5,2.5
03-04-2019 03:12:07:812,1.5,1.5,2.5
03-04-2019 03:12:07:824,1.5,1.5,2.5
03-04-2019 03:12:07:835,1.5,1.5,2.5
03-04-2019 03:12:07:846,1.5,1.5,2.5
03-04-2019 03:12:07:857,1.5,1.5,2.5
03-04-2019 03:12:07:869,1.5,1.5,2.5
03-04-2019 03:12:07:879,1.5,1.5,2.5
03-04-2019 03:12:07:891,1.5,1.5,2.5
03-04-2019 03:12:07:904,1.5,1.5,2.5
03-04-2019 03:12:07:916,1.5,1.5,2.5
03-04-2019 03:12:07:927,1.5,1.5,2.5
03-04-2019 03:12:07:940,1.5,1.5,2.5
03-04-2019 03:12:07:951,1.5,1.5,2.5
03-04-2019 03:12:07:961,1.5,1.5,2.5
03-04-2019 03:12:07:973,1.5,1.5,2.5
03-04-2019 03:12:07:985,1.5,1.5,2.5
03-04-2019 03:12:07:996,1.5,1.5,2.5
03-04-2019 03:12:08:7,1.5,1.5,2.5
03-04-2019 03:12:08:18,1.5,1.5,2.5
03-04-2019 03:12:08:29,1.5,1.5,2.5
03-04-2019 03:12:08:41,1.5,1.5,2.5
03-04-2019 03:12:08:53,1.5,1.5,2.5
03-04-2019 03:12:08:63,1.5,1.5,2.5
03-04-2019 03:12:08:73,1.5,1.5,2.5
03-04-2019 03:12:08:87,1.5,1.5,2.5
03-04-2019 03:12:08:99,1.5,1.5,2.5
03-04-2019 03:12:08:110,1.5,1.5,2.5
03-04-2019 03:12:08:120,1.5,1.5,2.5
03-04-2019 03:12:08:132,1.5,1.5,2.5
03-04-2019 03:12:08:143,1.5,1.5,2.5
03-04-2019 03:12:08:154,1.5,1.5,2.5
03-04-2019 03:12:08:163,1.5,1.5,2.5
03-04-2019 03:12:08:178,1.5,1.5,2.5
03-04-2019 03:12:08:190,1.5,1.5,2.5
03-04-2019 03:12:08:200,1.5,1.5,2.5
03-04-2019 03:12:08:210,1.5,1.5,2.5
03-04-2019 03:12:08:220,1.5,1.5,2.5
03-04-2019 03:12:08:232,1.5,1.5,2.5
03-04-2019 03:12:08:244,1.5,1.5,2.5
03-04-2019 03:12:08:255,1.5,1.5,2.5
03-04-2019 03:12:08:266,1.5,1.5,2.5
03-04-2019 03:12:08:276,1.5,1.5,2.5
03-04-2019 03:12:08:287,1.5,1.5,2.5
03-04-2019 03:12:08:298,1.5,1.5,2.5
03-04-2019 03:12:08:310,1.5,1.5,2.5
03-04-2019 03:12:08:325,1.5,1.5,2.5
03-04-2019 03:12:08:335,1.5,1.5,2.5
03-04-2019 03:12:08:346,1.5,1.5,2.5
03-04-2019 03:12:08:358,1.5,1.5,2.5
03-04-2019 03:12:08:370,1.5,1.5,2.5
03-04-2019 03:12:08:381,1.5,1.5,2.5
03-04-2019 03:12:08:394,1.5,1.5,2.5
03-04-2019 03:12:08:404,1.5,1.5,2.5
03-04-2019 03:12:08:414,1.5,1.5,2.5
03-04-2019 03:12:08:424,1.5,1.5,2.5
03-04-2019 03:12:08:436,1.5,1.5,2.5
03-04-2019 03:12:08:445,1.5,1.5,2.5
03-04-2019 03:12:08:455,1.5,1.5,2.5
03-04-2019 03:12:08:465,1.5,1.5,2.5
03-04-2019 03:12:08:477,1.5,1.5,2.5
03-04-2019 03:12:08:487,1.5,1.5,2.5
03-04-2019 03:12:08:499,1.5,1.5,2.5
03-04-2019 03:12:08:510,1.5,1.5,2.5
03-04-2019 03:12:08:520,1.5,1.5,2.5
03-04-2019 03:12:08:531,1.5,1.5,2.5
03-04-2019 03:12:08:543,1.5,1.5,2.5
03-04-2019 03:12:08:553,1.5,1.5,2.5
03-04-2019 03:12:08:563,1.5,1.5,2.5
03-04-2019 03:12:08:574,1.5,1.5,2.5
03-04-2019 03:12:08:586,1.5,1.5,2.5
03-04-2019 03:12:08:599,1.5,1.5,2.5
03-04-2019 03:12:08:612,1.5,1.5,2.5
03-04-2019 03:12:08:624,1.5,1.5,2.5
03-04-2019 03:12:08:634,1.5,1.5,2.5
03-04-2019 03:12:08:644,1.5,1.5,2.5
03-04-2019 03:12:08:657,1.5,1.5,2.5
03-04-2019 03:12:08:668,1.5,1.5,2.5
03-04-2019 03:12:08:680,1.5,1.5,2.5
03-04-2019 03:12:08:695,1.5,1.5,2.5
03-04-2019 03:12:08:709,1.5,1.5,2.5
03-04-2019 03:12:08:727,1.5,1.5,2.5
03-04-2019 03:12:08:738,1.5,1.5,2.5
03-04-2019 03:12:08:748,1.5,1.5,2.5
03-04-2019 03:12:08:759,1.5,1.5,2.5
03-04-2019 03:12:08:772,1.5,1.5,2.5
03-04-2019 03:12:08:784,1.5,1.5,2.5
03-04-2019 03:12:08:796,1.5,1.5,2.5
03-04-2019 03:12:08:808,1.5,1.5,2.5
03-04-2019 03:12:08:821,1.5,1.5,2.5
03-04-2019 03:12:08:831,1.5,1.5,2.5
03-04-2019 03:12:08:842,1.5,1.5,2.5
03-04-2019 03:12:08:852,1.5,1.5,2.5
03-04-2019 03:12:08:864,1.5,1.5,2.5
03-04-2019 03:12:08:876,1.5,1.5,2.5
03-04-2019 03:12:08:886,1.5,1.5,2.5
03-04-2019 03:12:08:897,1.5,1.5,2.5
03-04-2019 03:12:08:911,1.5,1.5,2.5
03-04-2019 03:12:08:923,1.5,1.5,2.5
03-04-2019 03:12:08:937,1.5,1.5,2.5
03-04-2019 03:12:08:947,1.5,1.5,2.5
03-04-2019 03:12:08:959,1.5,1.5,2.5
03-04-2019 03:12:08:969,1.5,1.5,2.5
03-04-2019 03:12:08:979,1.5,1.5,2.5
03-04-2019 03:12:08:989,1.5,1.5,2.5
03-04-2019 03:12:09:1,1.5,1.5,2.5
03-04-2019 03:12:09:11,1.5,1.5,2.5
03-04-2019 03:12:09:21,1.5,1.5,2.5
03-04-2019 03:12:09:31,1.5,1.5,2.5
03-04-2019 03:12:09:41,1.5,1.5,2.5
03-04-2019 03:12:09:54,1.5,1.5,2.5
03-04-2019 03:12:09:63,1.5,1.5,2.5
03-04-2019 03:12:09:75,1.5,1.5,2.5
03-04-2019 03:12:09:86,1.5,1.5,2.5
03-04-2019 03:12:09:96,1.5,1.5,2.5
03-04-2019 03:12:09:107,1.5,1.5,2.5
03-04-2019 03:12:09:118,1.5,1.5,2.5
03-04-2019 03:12:09:129,1.5,1.5,2.5
03-04-2019 03:12:09:139,1.5,1.5,2.5
03-04-2019 03:12:09:150,1.5,1.5,2.5
03-04-2019 03:12:09:161,1.5,1.5,2.5
03-04-2019 03:12:09:177,1.5,1.5,2.5
03-04-2019 03:12:09:190,1.5,1.5,2.5
03-04-2019 03:12:09:201,1.5,1.5,2.5
03-04-2019 03:12:09:211,1.5,1.5,2.5
03-04-2019 03:12:09:221,1.5,1.5,2.5
03-04-2019 03:12:09:231,1.5,1.5,2.5
03-04-2019 03:12:09:241,1.5,1.5,2.5
03-04-2019 03:12:09:251,1.5,1.5,2.5
03-04-2019 03:12:09:262,1.5,1.5,2.5
03-04-2019 03:12:09:276,1.5,1.5,2.5
03-04-2019 03:12:09:287,1.5,1.5,2.5
03-04-2019 03:12:09:298,1.5,1.5,2.5
03-04-2019 03:12:09:309,1.5,1.5,2.5
03-04-2019 03:12:09:319,1.5,1.5,2.5
03-04-2019 03:12:09:329,1.5,1.5,2.5
03-04-2019 03:12:09:339,1.5,1.5,2.5
03-04-2019 03:12:09:349,1.5,1.5,2.5
03-04-2019 03:12:09:360,1.5,1.5,2.5
03-04-2019 03:12:09:371,1.5,1.5,2.5
03-04-2019 03:12:09:382,1.5,1.5,2.5
03-04-2019 03:12:09:393,1.5,1.5,2.5
03-04-2019 03:12:09:408,1.5,1.5,2.5
03-04-2019 03:12:09:420,1.5,1.5,2.5
03-04-2019 03:12:09:435,1.5,1.5,2.5
03-04-2019 03:12:09:451,1.5,1.5,2.5
03-04-2019 03:12:09:464,1.5,1.5,2.5
03-04-2019 03:12:09:474,1.5,1.5,2.5
03-04-2019 03:12:09:484,1.5,1.5,2.5
03-04-2019 03:12:09:496,1.5,1.5,2.5
03-04-2019 03:12:09:507,1.5,1.5,2.5
03-04-2019 03:12:09:517,1.5,1.5,2.5
03-04-2019 03:12:09:530,1.5,1.5,2.5
03-04-2019 03:12:09:541,1.5,1.5,2.5
03-04-2019 03:12:09:553,1.5,1.5,2.5
03-04-2019 03:12:09:562,1.5,1.5,2.5
03-04-2019 03:12:09:577,1.5,1.5,2.5
03-04-2019 03:12:09:588,1.5,1.5,2.5
03-04-2019 03:12:09:598,1.5,1.5,2.5
03-04-2019 03:12:09:610,1.5,1.5,2.5
03-04-2019 03:12:09:621,1.5,1.5,2.5
03-04-2019 03:12:09:633,1.5,1.5,2.5
03-04-2019 03:12:09:644,1.5,1.5,2.5
03-04-2019 03:12:09:655,1.5,1.5,2.5
03-04-2019 03:12:09:665,1.5,1.5,2.5
03-04-2019 03:12:09:678,1.5,1.5,2.5
03-04-2019 03:12:09:690,1.5,1.5,2.5
03-04-2019 03:12:10:566,1.5,1.5,2.5
03-04-2019 03:12:10:586,1.5,1.5,2.5
03-04-2019 03:12:10:596,1.5,1.5,2.5
03-04-2019 03:12:10:607,1.5,1.5,2.5
03-04-2019 03:12:10:617,1.5,1.5,2.5
03-04-2019 03:12:10:627,1.5,1.5,2.5
03-04-2019 03:12:10:637,1.5,1.5,2.5
03-04-2019 03:12:10:647,1.5,1.5,2.5
03-04-2019 03:12:10:658,1.5,1.5,2.5
03-04-2019 03:12:10:669,1.5,1.5,2.5
03-04-2019 03:12:10:678,1.5,1.5,2.5
03-04-2019 03:12:10:688,1.5,1.5,2.5
03-04-2019 03:12:10:700,1.5,1.5,2.5
03-04-2019 03:12:10:711,1.5,1.5,2.5
03-04-2019 03:12:10:725,1.5,1.5,2.5
03-04-2019 03:12:10:735,1.5,1.5,2.5
03-04-2019 03:12:10:744,1.5,1.5,2.5
03-04-2019 03:12:10:754,1.5,1.5,2.5
03-04-2019 03:12:10:764,1.5,1.5,2.5
03-04-2019 03:12:10:773,1.5,1.5,2.5
03-04-2019 03:12:10:783,1.5,1.5,2.5
03-04-2019 03:12:10:792,1.5,1.5,2.5
03-04-2019 03:12:10:802,1.5,1.5,2.5
03-04-2019 03:12:10:814,1.5,1.5,2.5
03-04-2019 03:12:10:825,1.5,1.5,2.5
03-04-2019 03:12:10:835,1.5,1.5,2.5
03-04-2019 03:12:10:846,1.5,1.5,2.5
03-04-2019 03:12:10:858,1.5,1.5,2.5
03-04-2019 03:12:10:870,1.5,1.5,2.5
03-04-2019 03:12:10:882,1.5,1.5,2.5
03-04-2019 03:12:10:893,1.5,1.5,2.5
03-04-2019 03:12:10:904,1.5,1.5,2.5
03-04-2019 03:12:10:922,1.5,1.5,2.5
03-04-2019 03:12:10:933,1.5,1.5,2.5
03-04-2019 03:12:10:943,1.5,1.5,2.5
03-04-2019 03:12:10:954,1.5,1.5,2.5
03-04-2019 03:12:10:964,1.5,1.5,2.5
03-04-2019 03:12:10:976,1.5,1.5,2.5
03-04-2019 03:12:10:988,1.5,1.5,2.5
03-04-2019 03:12:10:998,1.5,1.5,2.5
03-04-2019 03:12:11:9,1.5,1.5,2.5
03-04-2019 03:12:11:19,1.5,1.5,2.5
03-04-2019 03:12:11:29,1.5,1.5,2.5
03-04-2019 03:12:11:39,1.5,1.5,2.5
03-04-2019 03:12:11:49,1.5,1.5,2.5
03-04-2019 03:12:11:60,1.5,1.5,2.5
03-04-2019 03:12:11:70,1.5,1.5,2.5
03-04-2019 03:12:11:81,1.5,1.5,2.5
03-04-2019 03:12:11:93,1.5,1.5,2.5
03-04-2019 03:12:11:104,1.5,1.5,2.5
03-04-2019 03:12:11:114,1.5,1.5,2.5
03-04-2019 03:12:11:125,1.5,1.5,2.5
03-04-2019 03:12:11:136,1.5,1.5,2.5
03-04-2019 03:12:11:146,1.5,1.5,2.5
03-04-2019 03:12:11:161,1.5,1.5,2.5
03-04-2019 03:12:11:172,1.5,1.5,2.5
03-04-2019 03:12:11:182,1.5,1.5,2.5
03-04-2019 03:12:11:192,1.5,1.5,2.5
03-04-2019 03:12:11:201,1.5,1.5,2.5
03-04-2019 03:12:11:212,1.5,1.5,2.5
03-04-2019 03:12:11:223,1.5,1.5,2.5
03-04-2019 03:12:11:234,1.5,1.5,2.5
03-04-2019 03:12:11:244,1.5,1.5,2.5
03-04-2019 03:12:11:253,1.5,1.5,2.5
03-04-2019 03:12:11:264,1.5,1.5,2.5
03-04-2019 03:12:11:273,1.5,1.5,2.5
03-04-2019 03:12:11:283,1.5,1.5,2.5
03-04-2019 03:12:11:294,1.5,1.5,2.5
03-04-2019 03:12:11:305,1.5,1.5,2.5
03-04-2019 03:12:11:317,1.5,1.5,2.5
03-04-2019 03:12:11:327,1.5,1.5,2.5
03-04-2019 03:12:11:337,1.5,1.5,2.5
03-04-2019 03:12:11:347,1.5,1.5,2.5
03-04-2019 03:12:11:359,1.5,1.5,2.5
03-04-2019 03:12:11:369,1.5,1.5,2.5
03-04-2019 03:12:11:384,1.5,1.5,2.5
03-04-2019 03:12:11:398,1.5,1.5,2.5
03-04-2019 03:12:11:410,1.5,1.5,2.5
03-04-2019 03:12:11:421,1.5,1.5,2.5
03-04-2019 03:12:11:433,1.5,1.5,2.5
03-04-2019 03:12:11:444,1.5,1.5,2.5
03-04-2019 03:12:11:455,1.5,1.5,2.5
03-04-2019 03:12:11:466,1.5,1.5,2.5
03-04-2019 03:12:11:478,1.5,1.5,2.5
03-04-2019 03:12:11:491,1.5,1.5,2.5
03-04-2019 03:12:11:501,1.5,1.5,2.5
03-04-2019 03:12:11:511,1.5,1.5,2.5
03-04-2019 03:12:11:521,1.5,1.5,2.5
03-04-2019 03:12:11:531,1.5,1.5,2.5
03-04-2019 03:12:11:543,1.5,1.5,2.5
03-04-2019 03:12:11:557,1.5,1.5,2.5
03-04-2019 03:12:11:567,1.5,1.5,2.5
03-04-2019 03:12:11:577,1.5,1.5,2.5
03-04-2019 03:12:11:587,1.5,1.5,2.5
03-04-2019 03:12:11:597,1.5,1.5,2.5
03-04-2019 03:12:11:610,1.5,1.5,2.5
03-04-2019 03:12:11:620,1.5,1.5,2.5
03-04-2019 03:12:11:631,1.5,1.5,2.5
03-04-2019 03:12:11:642,1.5,1.5,2.5
03-04-2019 03:12:11:652,1.5,1.5,2.5
03-04-2019 03:12:11:664,1.5,1.5,2.5
03-04-2019 03:12:11:674,1.5,1.5,2.5
03-04-2019 03:12:11:685,1.5,1.5,2.5
03-04-2019 03:12:11:695,1.5,1.5,2.5
03-04-2019 03:12:11:713,1.5,1.5,2.5
03-04-2019 03:12:11:724,1.5,1.5,2.5
03-04-2019 03:12:11:735,1.5,1.5,2.5
03-04-2019 03:12:11:746,1.5,1.5,2.5
03-04-2019 03:12:11:762,1.5,1.5,2.5
03-04-2019 03:12:11:773,1.5,1.5,2.5
03-04-2019 03:12:11:782,1.5,1.5,2.5
03-04-2019 03:12:11:793,1.5,1.5,2.5
03-04-2019 03:12:11:804,1.5,1.5,2.5
03-04-2019 03:12:11:814,1.5,1.5,2.5
03-04-2019 03:12:11:824,1.5,1.5,2.5
03-04-2019 03:12:11:834,1.5,1.5,2.5
03-04-2019 03:12:11:844,1.5,1.5,2.5
03-04-2019 03:12:11:855,1.5,1.5,2.5
03-04-2019 03:12:11:865,1.5,1.5,2.5
03-04-2019 03:12:11:875,1.5,1.5,2.5
03-04-2019 03:12:11:885,1.5,1.5,2.5
03-04-2019 03:12:11:896,1.5,1.5,2.5
03-04-2019 03:12:11:907,1.5,1.5,2.5
03-04-2019 03:12:11:918,1.5,1.5,2.5
03-04-2019 03:12:11:929,1.5,1.5,2.5
03-04-2019 03:12:11:939,1.5,1.5,2.5
03-04-2019 03:12:11:951,1.5,1.5,2.5
03-04-2019 03:12:11:964,1.5,1.5,2.5
03-04-2019 03:12:11:974,1.5,1.5,2.5
03-04-2019 03:12:11:984,1.5,1.5,2.5
03-04-2019 03:12:11:994,1.5,1.5,2.5
03-04-2019 03:12:12:4,1.5,1.5,2.5
03-04-2019 03:12:12:14,1.5,1.5,2.5
03-04-2019 03:12:12:25,1.5,1.5,2.5
03-04-2019 03:12:12:35,1.5,1.5,2.5
03-04-2019 03:12:12:47,1.5,1.5,2.5
03-04-2019 03:12:12:56,1.5,1.5,2.5
03-04-2019 03:12:12:66,1.5,1.5,2.5
03-04-2019 03:12:12:77,1.5,1.5,2.5
03-04-2019 03:12:12:87,1.5,1.5,2.5
03-04-2019 03:12:12:98,1.5,1.5,2.5
03-04-2019 03:12:12:109,1.5,1.5,2.5
03-04-2019 03:12:12:119,1.5,1.5,2.5
03-04-2019 03:12:12:129,1.5,1.5,2.5
03-04-2019 03:12:12:140,1.5,1.5,2.5
03-04-2019 03:12:12:150,1.5,1.5,2.5
03-04-2019 03:12:12:161,1.5,1.5,2.5
03-04-2019 03:12:12:171,1.5,1.5,2.5
03-04-2019 03:12:12:183,1.5,1.5,2.5
03-04-2019 03:12:12:930,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:12:943,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:12:953,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:12:964,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:12:978,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:12:991,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:3,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:14,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:26,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:38,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:48,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:62,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:73,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:86,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:99,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:113,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:124,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:136,1.9100000000000001,1.0899999999999999,2.09
03-04-2019 03:12:13:149,1.9100000000000001,1.0899999999999999,2.09
