"time"," agreement"," concentrating"," disagreement"," interested"," thinking"," unsure"
"19-04-2019 18:37:22:6","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:23:285","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:24:408","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:25:411","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:26:442","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:27:443","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:28:445","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:29:461","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:30:480","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:31:493","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:32:497","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:33:522","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:34:832","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:35:889","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:37:130","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:38:546","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:39:715","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:40:750","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:42:203","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:43:401","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:44:416","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:45:418","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:46:430","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:47:563","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:48:731","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:49:950","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:50:957","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:51:973","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:53:79","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:54:81","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:55:203","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:56:254","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:57:267","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:58:278","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:37:59:359","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:00:621","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:02:100","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:03:162","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:04:185","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:05:246","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:06:249","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:07:250","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:08:281","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:09:304","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:10:344","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:11:355","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:12:357","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:13:504","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:14:548","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:15:671","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:16:875","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:17:885","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:18:889","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:20:82","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:21:288","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:22:376","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:23:538","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:24:543","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:25:592","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:26:709","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:27:713","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:28:718","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:29:754","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:31:114","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:32:381","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:33:704","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:34:723","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:35:728","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:36:753","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:37:938","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:39:41","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:40:199","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:41:349","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:42:378","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:43:383","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:44:472","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:45:641","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:46:643","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:47:857","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:48:907","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:49:920","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:50:933","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:51:938","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:52:938","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:53:941","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:54:942","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:55:947","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:57:140","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:58:260","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:38:59:343","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:00:381","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:01:657","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:02:669","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:03:671","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:04:767","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:05:791","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:06:796","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:07:825","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:08:826","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:09:918","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:11:438","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:12:445","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:13:560","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:14:575","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:15:576","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:16:594","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:17:599","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:18:600","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:19:603","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:20:648","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:21:658","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:22:681","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:23:688","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:24:712","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:25:717","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:26:721","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:27:734","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:28:737","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:29:740","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:30:741","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:31:745","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:32:761","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:33:784","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:34:790","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:35:795","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:36:863","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:37:869","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:38:873","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:39:873","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:40:875","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:42:5","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:43:137","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:44:424","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:45:816","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:46:987","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:48:10","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:49:265","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:50:555","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:51:733","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:52:764","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:53:839","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:55:29","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:56:39","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:57:459","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:58:506","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:39:59:623","0.6","0.8","0.1","1.0","0.9","0.3 "
"19-04-2019 18:50:59:593","0.8","0.9","0.1","0.8","1.0","0.0 "
"19-04-2019 18:51:00:595","0.8","0.9","0.1","0.8","1.0","0.0 "
"19-04-2019 18:51:01:615","0.8","0.9","0.1","0.8","1.0","0.0 "
"19-04-2019 18:51:02:630","0.8","0.9","0.1","0.8","1.0","0.0 "
"19-04-2019 18:51:03:649","0.8","0.9","0.1","0.8","1.0","0.0 "
"19-04-2019 18:51:04:684","0.8","0.9","0.1","0.8","1.0","0.0 "
"19-04-2019 18:51:05:706","0.8","0.9","0.1","0.8","1.0","0.0 "
"19-04-2019 18:51:06:709","0.8","0.9","0.1","0.8","1.0","0.0 "
"19-04-2019 18:51:07:738","0.8","0.9","0.1","0.8","1.0","0.0 "
"19-04-2019 18:51:08:739","0.8","0.9","0.1","0.8","1.0","0.0 "
"19-04-2019 18:51:09:743","0.8","0.9","0.1","0.8","1.0","0.1 "
"19-04-2019 18:51:10:744","0.8","0.9","0.1","0.8","1.0","0.2 "
"19-04-2019 18:51:11:749","0.8","0.9","0.1","0.8","1.0","0.2 "
"19-04-2019 18:51:12:751","0.8","0.9","0.1","0.8","1.0","0.2 "
"19-04-2019 18:51:13:764","0.8","0.9","0.1","0.8","1.0","0.2 "
"19-04-2019 18:51:14:765","0.8","0.9","0.1","0.8","1.0","0.2 "
"19-04-2019 18:51:15:779","0.8","0.9","0.1","0.8","1.0","0.2 "
"19-04-2019 18:51:16:785","0.8","0.9","0.1","0.8","1.0","0.2 "
"19-04-2019 18:51:17:786","0.8","0.9","0.1","0.8","1.0","0.2 "
"19-04-2019 18:51:18:788","0.8","0.9","0.1","0.8","0.5","0.2 "
"19-04-2019 18:51:19:797","0.8","0.9","0.1","0.8","0.5","0.2 "
"19-04-2019 18:51:20:799","0.8","0.9","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:21:811","0.8","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:22:815","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:23:848","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:24:850","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:25:874","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:26:882","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:27:886","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:28:887","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:29:889","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:30:894","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:31:925","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:32:927","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:51:33:937","0.5","0.5","0.1","0.5","0.5","0.2 "
"19-04-2019 18:53:21:519","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:22:538","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:23:544","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:24:548","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:25:606","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:26:620","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:27:655","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:28:657","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:29:668","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:30:697","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:31:728","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:32:737","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:33:759","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:34:783","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:35:797","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:36:807","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:37:815","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:38:832","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:39:865","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:40:873","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:41:890","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:53:42:902","0.9","0.9","0.1","0.8","0.9","0.1 "
"19-04-2019 18:56:51:417","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:56:52:419","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:56:53:424","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:56:54:434","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:56:55:446","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:56:56:449","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:56:57:466","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:56:58:471","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:56:59:472","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:57:00:485","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:57:01:506","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:57:02:512","0.5","0.5","0.5","0.5","0.5","0.1 "
"19-04-2019 18:57:03:517","0.5","0.5","0.5","0.5","0.9","0.1 "
"19-04-2019 18:57:04:540","0.5","0.5","0.5","0.5","0.9","0.1 "
"19-04-2019 18:57:05:552","0.5","0.5","0.5","0.5","0.9","0.1 "
"19-04-2019 18:57:06:576","0.5","0.5","0.5","0.5","0.9","0.1 "
"19-04-2019 18:57:07:583","0.5","0.5","0.5","0.5","0.9","0.1 "
"19-04-2019 18:57:08:584","0.5","0.5","0.5","0.5","0.9","0.1 "
"19-04-2019 18:57:09:588","0.5","0.5","0.5","0.5","0.9","0.1 "
"19-04-2019 18:57:10:619","0.5","0.5","0.5","0.5","0.9","0.1 "
"19-04-2019 18:57:11:619","0.5","0.5","0.5","0.8","0.9","0.1 "
"19-04-2019 18:57:12:627","0.5","0.5","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:13:646","0.5","0.5","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:14:656","0.5","0.5","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:15:657","0.5","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:16:662","0.5","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:17:666","0.5","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:18:719","0.5","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:19:722","0.5","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:20:726","0.5","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:21:734","0.5","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:22:738","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:23:769","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:24:780","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:25:806","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:26:810","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:27:810","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:28:824","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:29:827","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:30:830","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:31:882","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:32:902","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:33:904","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:34:905","0.4","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:35:920","0.8","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:36:926","0.8","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:37:942","0.8","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:38:957","0.8","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:39:984","0.8","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:40:991","0.8","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:42:0","0.8","0.9","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:43:6","0.8","0.8","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:44:7","0.8","0.8","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:45:17","0.8","0.7","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:46:59","0.8","0.7","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:47:67","0.9","0.7","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:48:90","0.9","0.7","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:49:100","0.9","0.7","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:50:105","0.9","0.7","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:51:117","0.9","0.7","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:52:138","0.9","0.7","0.2","0.8","0.9","0.1 "
"19-04-2019 18:57:53:144","0.9","0.7","0.2","0.7","0.9","0.1 "
"19-04-2019 18:57:54:150","0.9","0.7","0.2","0.7","0.8","0.1 "
"19-04-2019 18:57:55:153","0.9","0.7","0.2","0.7","0.8","0.1 "
"19-04-2019 18:57:56:172","0.9","0.7","0.2","0.7","0.8","0.1 "
"19-04-2019 18:57:57:172","0.9","0.7","0.2","0.7","0.8","0.1 "
"19-04-2019 18:57:58:194","0.9","0.7","0.2","0.7","0.8","0.1 "
"19-04-2019 18:57:59:214","0.9","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:00:241","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:01:242","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:02:245","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:03:251","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:04:252","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:05:253","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:06:255","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:07:275","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:08:278","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:09:279","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:10:284","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:11:286","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:12:291","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:13:295","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:14:357","0.8","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:15:367","0.9","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:16:386","0.9","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:17:386","0.9","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:18:390","0.9","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:19:392","0.9","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:20:397","0.9","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:21:406","0.9","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:22:411","0.7","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:23:414","0.7","0.9","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:24:432","0.7","0.8","0.2","0.7","0.8","0.1 "
"19-04-2019 18:58:25:435","0.7","0.8","0.2","0.7","0.8","0.1 "
